FEN,Evaluation,BestMove
8/8/R7/6kp/5r2/7K/8/8 w - - 50 76,0,a6a8
R7/8/8/6kp/5r2/7K/8/8 b - - 51 76,0,f4f3
R7/8/8/6kp/8/5r1K/8/8 w - - 52 77,0,h3g2
R7/8/8/6kp/8/5r2/6K1/8 b - - 53 77,0,f3c3
R7/8/8/6kp/8/2r5/6K1/8 w - - 54 78,0,a8a5
8/8/8/R5kp/8/2r5/6K1/8 b - - 55 78,0,g5f4
8/8/8/R6p/5k2/2r5/6K1/8 w - - 56 79,0,a5a4
8/8/8/7p/R4k2/2r5/6K1/8 b - - 57 79,0,f4g5
8/8/8/6kp/R7/2r5/6K1/8 w - - 58 80,0,a4a5
8/8/8/R5kp/8/2r5/6K1/8 b - - 59 80,0,g5g4
8/8/8/R6p/6k1/2r5/6K1/8 w - - 60 81,0,a5a4
8/5pk1/6p1/1B4np/8/2P2PP1/6K1/8 w - - 0 36,3,b5c4
8/5pk1/6p1/6np/2B5/2P2PP1/6K1/8 b - - 1 36,0,g7f6
8/5p2/5kp1/6np/2B5/2P2PP1/6K1/8 w - - 2 37,0,g2f2
8/5p2/5kp1/6np/2B5/2P2PP1/5K2/8 b - - 3 37,0,g5e6
8/5p2/4nkp1/7p/2B5/2P2PP1/5K2/8 w - - 4 38,0,f3f4
8/5p2/4nkp1/7p/2B2P2/2P3P1/5K2/8 b - - 0 38,0,f6e7
8/4kp2/4n1p1/7p/2B2P2/2P3P1/5K2/8 w - - 1 39,0,f2e3
8/4kp2/4n1p1/7p/2B2P2/2P1K1P1/8/8 b - - 2 39,0,e7f6
8/5p2/4nkp1/7p/2B2P2/2P1K1P1/8/8 w - - 3 40,0,c4e2
8/5p2/4nkp1/7p/2B1KP2/2P3P1/8/8 b - - 4 40,0,e6g7
8/5pn1/5kp1/7p/2B1KP2/2P3P1/8/8 w - - 5 41,0,c4d5
8/5pn1/5kp1/3B3p/4KP2/2P3P1/8/8 b - - 6 41,0,f6e7
8/5p2/5kp1/3B1n1p/4KP2/2P3P1/8/8 w - - 7 42,0,e4f3
8/5p2/5kp1/3B1n1p/5P2/2P2KP1/8/8 b - - 8 42,0,f5e7
8/4np2/5kp1/3B3p/5P2/2P2KP1/8/8 w - - 9 43,0,d5c4
8/4np2/5kp1/7p/5P2/2P2KP1/B7/8 b - - 10 43,0,e7f5
8/5p2/5kp1/5n1p/5P2/2P2KP1/B7/8 w - - 11 44,0,a2d5
8/5p2/5kp1/5n1p/2P2P2/5KP1/B7/8 b - - 0 44,0,f5d4
8/5p2/5kp1/7p/2Pn1P2/5KP1/B7/8 w - - 1 45,0,f3e3
8/5p2/5kp1/7p/2Pn1P2/4K1P1/B7/8 b - - 2 45,0,d4f5
8/5p2/5kp1/5n1p/2P2P2/4K1P1/B7/8 w - - 3 46,0,e3f3
8/5p2/5kp1/5n1p/2P2P2/5KP1/B7/8 b - - 4 46,0,f5d4
8/5p2/5kp1/7p/2Pn1P2/5KP1/B7/8 w - - 5 47,3,f3e3
8/5p2/5kp1/7p/2Pn1P2/4K1P1/B7/8 b - - 6 47,3,d4f5
8/5p2/5kp1/5n1p/2P2P2/4K1P1/B7/8 w - - 7 48,2,e3f2
8/5p2/5kp1/5n1p/2P2P2/6P1/B4K2/8 b - - 8 48,2,f5d6
8/4kp2/6p1/5n1p/2P2P2/6P1/B4K2/8 w - - 9 49,5,a2b1
8/4kp2/6p1/5n1p/2P2P2/6P1/5K2/1B6 b - - 10 49,3,f5g7
8/4kpn1/6p1/7p/2P2P2/6P1/5K2/1B6 w - - 11 50,2,b1e4
8/4kpn1/6p1/7p/2P1BP2/6P1/5K2/8 b - - 12 50,2,e7d6
8/5pn1/3k2p1/7p/2P1BP2/6P1/5K2/8 w - - 13 51,6,e4d5
8/5pn1/3k2p1/3B3p/2P2P2/6P1/5K2/8 b - - 14 51,0,d6e7
8/4kpn1/6p1/3B3p/2P2P2/6P1/5K2/8 w - - 15 52,4,f2f3
8/4kpn1/6p1/3B3p/2P2P2/5KP1/8/8 b - - 16 52,0,g7f5
8/4kp2/6p1/3B1n1p/2P2P2/5KP1/8/8 w - - 17 53,0,c4c5
8/4kp2/6p1/2PB1n1p/5P2/5KP1/8/8 b - - 0 53,0,f5d4
8/4kp2/6p1/2PB3p/3n1P2/5KP1/8/8 w - - 1 54,0,f3e3
8/4kp2/6p1/2PB3p/3n1P2/4K1P1/8/8 b - - 2 54,0,d4f5
8/4kp2/6p1/2PB1n1p/5P2/4K1P1/8/8 w - - 3 55,0,e3f3
8/4kp2/6p1/2PB1n1p/5P2/6P1/5K2/8 b - - 4 55,0,f5d4
8/4kp2/6p1/2PB3p/3n1P2/6P1/5K2/8 w - - 5 56,4,c5c6
8/4kp2/6p1/2PB3p/3n1P2/4K1P1/8/8 b - - 6 56,0,d4f5
8/4kp2/6p1/2PB1n1p/5P2/4K1P1/8/8 w - - 7 57,0,e3f2
8/4kp2/6p1/2PB1n1p/5P2/6P1/5K2/8 b - - 8 57,0,f5d4
8/4kp2/6p1/2PB3p/3n1P2/6P1/5K2/8 w - - 9 58,0,c5c6
8/4kp2/2P3p1/3B3p/3n1P2/6P1/5K2/8 b - - 0 58,0,d4e6
8/4kp2/2P1n1p1/3B3p/5P2/6P1/5K2/8 w - - 1 59,0,f2e3
8/4kp2/2P1n1p1/3B3p/5P2/4K1P1/8/8 b - - 2 59,0,e7d6
8/5p2/2Pkn1p1/3B3p/5P2/4K1P1/8/8 w - - 3 60,0,d5e6
8/5p2/2PkB1p1/7p/5P2/4K1P1/8/8 b - - 0 60,0,d6e6
8/5p2/2P1k1p1/7p/5P2/4K1P1/8/8 w - - 0 61,0,f4f5
8/5p2/2P1k1p1/5P1p/8/4K1P1/8/8 b - - 0 61,0,g6f5
8/5p2/2P1k3/5p1p/8/4K1P1/8/8 w - - 0 62,0,e3f4
8/2P2p2/4k3/5p1p/8/4K1P1/8/8 b - - 0 62,0,e6d7
8/2Pk1p2/8/5p1p/8/4K1P1/8/8 w - - 1 63,0,e3f4
8/2Pk1p2/8/5p1p/5K2/6P1/8/8 b - - 2 63,0,d7c7
8/2k2p2/8/5p1p/5K2/6P1/8/8 w - - 0 64,0,f4f5
8/2k2p2/8/5K1p/8/6P1/8/8 b - - 0 64,0,c7d7
3k4/5p2/8/5K1p/8/6P1/8/8 w - - 1 65,0,f5g5
3k4/5p2/8/6Kp/8/6P1/8/8 b - - 2 65,0,d8d7
8/4kp2/8/6Kp/8/6P1/8/8 w - - 3 66,0,g5h5
8/4kp2/8/7K/8/6P1/8/8 b - - 0 66,0,e7f6
8/5p2/3k4/7K/8/6P1/8/8 w - - 1 67,0,h5g5
8/5p2/3k4/6K1/8/6P1/8/8 b - - 2 67,0,d6e6
8/5p2/8/4k1K1/8/6P1/8/8 w - - 3 68,0,g3g4
8/5p2/8/4k1K1/6P1/8/8/8 b - - 0 68,0,f7f6
8/8/5p2/4k1K1/6P1/8/8/8 w - - 0 69,0,g5g6
8/8/5pK1/4k3/6P1/8/8/8 b - - 1 69,0,e5f4
8/8/5pK1/8/5kP1/8/8/8 w - - 2 70,0,g6f6
8/8/5K2/8/5kP1/8/8/8 b - - 0 70,0,f4g4
4k3/8/1p3n2/8/8/5N2/3r4/7K w - - 0 43,-23,f3d2
4k3/8/1p3n2/8/8/8/3N4/7K b - - 0 43,-24,f6e4
4k3/8/1p6/8/4n3/8/3N4/7K w - - 1 44,-16,d2f3
4k3/8/1p6/8/4n3/1N6/8/7K b - - 2 44,-20,e8d7
8/3k4/1p6/8/4n3/1N6/8/7K w - - 3 45,-20,h1g2
8/3k4/1p6/8/4n3/1N6/6K1/8 b - - 4 45,-20,d7e6
8/8/1p2k3/8/4n3/1N6/6K1/8 w - - 5 46,-18,g2f3
8/8/1p2k3/8/4n3/1N3K2/8/8 b - - 6 46,-20,e4d2
8/8/1p2k3/8/8/1N3K2/3n4/8 w - - 7 47,-15,b3d2
8/8/1p2k3/8/8/5K2/3N4/8 b - - 0 47,-15,e6e7
8/8/1p3k2/8/8/5K2/3N4/8 w - - 1 48,-14,f3f4
8/8/1p3k2/8/2N5/5K2/8/8 b - - 2 48,-13,b6b5
8/8/5k2/1p6/2N5/5K2/8/8 w - - 0 49,-9,f3f4
8/8/5k2/1p6/2N2K2/8/8/8 b - - 1 49,-8,f6g6
8/8/4k3/1p6/2N2K2/8/8/8 w - - 2 50,-5,f4e4
8/8/4k3/1p6/2N1K3/8/8/8 b - - 3 50,-5,e6f6
8/8/5k2/1p6/2N1K3/8/8/8 w - - 4 51,-3,e4f4
8/8/5k2/1p6/2N2K2/8/8/8 b - - 5 51,-4,b5b4
8/8/5k2/8/1pN2K2/8/8/8 w - - 0 52,0,c4a5
8/8/5k2/N7/1p3K2/8/8/8 b - - 1 52,0,f6e6
8/8/4k3/N7/1p3K2/8/8/8 w - - 2 53,0,f4e4
8/8/4k3/N7/1p2K3/8/8/8 b - - 3 53,0,b4b3
8/8/3k4/N7/1p2K3/8/8/8 w - - 4 54,0,e4d4
8/8/3k4/N7/1p1K4/8/8/8 b - - 5 54,0,b4b3
8/8/4k3/N7/1p1K4/8/8/8 w - - 6 55,0,d4e4
8/8/4k3/N7/1p2K3/8/8/8 b - - 7 55,0,e6d6
8/8/4k3/N7/4K3/1p6/8/8 w - - 0 56,0,a5b3
8/b4pkp/6p1/8/3P4/pB2P1PP/4K3/8 w - - 0 46,-8,g3g4
8/b4pkp/6p1/8/3P4/pB1KP1PP/8/8 b - - 1 46,-32,a7b8
8/b5kp/5pp1/8/3P4/pB1KP1PP/8/8 w - - 0 47,-14,g3g4
8/b5kp/5pp1/8/3P2P1/pB1KP2P/8/8 b - - 0 47,-19,a7b8
1b6/6kp/5pp1/8/3P2P1/pB1KP2P/8/8 w - - 1 48,-22,d3c3
1b6/6kp/5pp1/8/3P2P1/pB2P2P/2K5/8 b - - 2 48,-43,g7h6
1b6/7p/5ppk/8/3P2P1/pB2P2P/2K5/8 w - - 3 49,-31,e3e4
1b6/7p/5ppk/8/3PP1P1/pB5P/2K5/8 b - - 0 49,-26,h6g5
1b6/7p/5pp1/6k1/3PP1P1/pB5P/2K5/8 w - - 1 50,-17,b3g8
1b4B1/7p/5pp1/6k1/3PP1P1/p6P/2K5/8 b - - 2 50,-23,h7h5
1b4B1/8/5pp1/6kp/3PP1P1/p6P/2K5/8 w - - 0 51,-22,g8f7
1b6/5B2/5pp1/6kp/3PP1P1/p6P/2K5/8 b - - 1 51,-20,h5g4
1b6/5B2/5pp1/6k1/3PP1Pp/p6P/2K5/8 w - - 0 52,-14,c2b3
1b6/5B2/5pp1/6k1/3PP1Pp/pK5P/8/8 b - - 1 52,-12,b8d6
8/b4B2/5pp1/6k1/3PP1Pp/pK5P/8/8 w - - 2 53,-7,b3a3
8/b4B2/5pp1/6k1/3PP1Pp/K6P/8/8 b - - 0 53,-4,a7d4
8/5B2/5pp1/6k1/3bP1Pp/K6P/8/8 w - - 0 54,0,a3b3
8/5B2/5pp1/6k1/3bP1Pp/1K5P/8/8 b - - 1 54,0,d4e5
8/5B2/5pp1/4b1k1/4P1Pp/1K5P/8/8 w - - 2 55,0,b3c4
8/5B2/5pp1/4b1k1/2K1P1Pp/7P/8/8 b - - 3 55,0,g5h6
8/5B2/5pp1/6k1/2K1P1Pp/6bP/8/8 w - - 4 56,0,c4c3
8/5B2/5pp1/6k1/4P1Pp/2K3bP/8/8 b - - 5 56,0,g3f4
8/2b2B2/5pp1/6k1/4P1Pp/2K4P/8/8 w - - 6 57,0,c3d4
8/2b2B2/5pp1/6k1/3KP1Pp/7P/8/8 b - - 7 57,0,c7e5
8/5B2/5pp1/6k1/3KPbPp/7P/8/8 w - - 8 58,0,d4c5
8/5B2/5pp1/6k1/4PbPp/3K3P/8/8 b - - 9 58,0,f4b8
8/5B2/5pp1/4b1k1/4P1Pp/3K3P/8/8 w - - 10 59,0,d3e3
8/5B2/5pp1/4b1k1/2K1P1Pp/7P/8/8 b - - 11 59,0,e5g3
1b6/5B2/5pp1/6k1/2K1P1Pp/7P/8/8 w - - 12 60,0,c4d4
1b2B3/8/5pp1/6k1/2K1P1Pp/7P/8/8 b - - 13 60,0,b8d6
4B3/8/3b1pp1/6k1/2K1P1Pp/7P/8/8 w - - 14 61,0,c4d5
4B3/8/3b1pp1/3K2k1/4P1Pp/7P/8/8 b - - 15 61,0,d6f4
4B3/8/5pp1/3K2k1/4P1Pp/6bP/8/8 w - - 16 62,0,e8f7
4B3/8/5pp1/6k1/2K1P1Pp/6bP/8/8 b - - 17 62,0,g3d6
4B3/8/3b1pp1/6k1/2K1P1Pp/7P/8/8 w - - 18 63,0,c4d4
4B3/8/3b1pp1/6k1/3KP1Pp/7P/8/8 b - - 19 63,0,d6h2
4B3/8/5pp1/6k1/3KP1Pp/6bP/8/8 w - - 20 64,0,e8f7
4B3/8/5pp1/3K2k1/4P1Pp/6bP/8/8 b - - 21 64,0,g3h2
4B3/8/5pp1/3K2k1/4P1Pp/7P/7b/8 w - - 22 65,0,d5c5
4B3/8/5pp1/2K3k1/4P1Pp/7P/7b/8 b - - 23 65,0,h2e5
4B3/8/5pp1/2K1b1k1/4P1Pp/7P/8/8 w - - 24 66,0,e8f7
8/5B2/5pp1/2K1b1k1/4P1Pp/7P/8/8 b - - 25 66,0,e5b8
8/5B2/5pp1/2K3k1/4P1Pp/6bP/8/8 w - - 26 67,0,c5d5
8/5B2/5pp1/3K2k1/4P1Pp/6bP/8/8 b - - 27 67,0,g3h2
8/5B2/5pp1/3K2k1/4PbPp/7P/8/8 w - - 28 68,0,d5c5
8/5B2/5pp1/6k1/2K1PbPp/7P/8/8 b - - 29 68,0,f4e5
8/5B2/5pp1/4b1k1/2K1P1Pp/7P/8/8 w - - 30 69,0,c4c5
8/5B2/5pp1/2K1b1k1/4P1Pp/7P/8/8 b - - 31 69,0,e5b8
8/2b2B2/5pp1/2K3k1/4P1Pp/7P/8/8 w - - 32 70,0,c5d5
8/2b2B2/5pp1/6k1/3KP1Pp/7P/8/8 b - - 33 70,0,c7d6
8/5B2/3b1pp1/6k1/3KP1Pp/7P/8/8 w - - 34 71,0,d4c4
8/5B2/3b1pp1/3K2k1/4P1Pp/7P/8/8 b - - 35 71,0,d6f4
8/5B2/5pp1/3K2k1/4P1Pp/7P/7b/8 w - - 36 72,0,d5c5
8/5B2/5pp1/6k1/2K1P1Pp/7P/7b/8 b - - 37 72,0,h2d6
1b6/5B2/5pp1/6k1/2K1P1Pp/7P/8/8 w - - 38 73,0,c4d5
1b6/5B2/5pp1/2K3k1/4P1Pp/7P/8/8 b - - 39 73,0,b8g3
8/5B2/5pp1/2K3k1/4P1Pp/6bP/8/8 w - - 40 74,0,c5d5
8/5B2/5pp1/3K2k1/4P1Pp/6bP/8/8 b - - 41 74,0,g3h2
8/5B2/5pp1/3K2k1/4PbPp/7P/8/8 w - - 42 75,0,d5c4
8/5B2/5pp1/2K3k1/4PbPp/7P/8/8 b - - 43 75,0,f4h2
8/5B2/5pp1/2K3k1/4P1Pp/7P/7b/8 w - - 44 76,0,c5c4
8/5B2/5pp1/3K2k1/4P1Pp/7P/7b/8 b - - 45 76,0,h2g3
8/5B2/5pp1/3K2k1/4P1Pp/6bP/8/8 w - - 46 77,0,d5d4
8/5B2/5pp1/2K3k1/4P1Pp/6bP/8/8 b - - 47 77,0,g3h2
8/5B2/5pp1/2K3k1/4PbPp/7P/8/8 w - - 48 78,0,f7e8
4B3/8/5pp1/2K3k1/4PbPp/7P/8/8 b - - 49 78,0,f4g3
4B3/8/5pp1/2K3k1/4P1Pp/6bP/8/8 w - - 50 79,0,c5d5
4B3/8/5pp1/3K2k1/4P1Pp/6bP/8/8 b - - 51 79,0,g3h2
4B3/8/5pp1/3K2k1/4PbPp/7P/8/8 w - - 52 80,0,d5c4
8/5B2/5pp1/3K2k1/4PbPp/7P/8/8 b - - 53 80,0,f4h2
1b6/5B2/5pp1/3K2k1/4P1Pp/7P/8/8 w - - 54 81,0,d5d4
8/5kp1/p7/8/P1RK3p/7r/8/8 w - - 0 50,-299,d4e5
8/5kp1/p7/4K3/P1R4p/7r/8/8 b - - 1 50,-343,h3e3
8/5kp1/p7/4K3/P1R4p/4r3/8/8 w - - 2 51,-320,e5f4
8/5kp1/p7/8/P1R2K1p/4r3/8/8 b - - 3 51,-361,e3a3
8/5kp1/p7/8/P1R2K1p/r7/8/8 w - - 4 52,-351,c4c7
8/5kp1/p7/8/P1R3Kp/r7/8/8 b - - 5 52,-379,h4h3
8/5kp1/p7/8/P1R3K1/r6p/8/8 w - - 0 53,-394,c4c7
8/2R2kp1/p7/8/P5K1/r6p/8/8 b - - 1 53,-425,f7e6
8/2R3p1/p4k2/8/P5K1/r6p/8/8 w - - 2 54,-391,c7c2
8/6p1/p4k2/8/P5K1/r6p/2R5/8 b - - 3 54,-424,a6a5
8/6p1/5k2/p7/P5K1/r6p/2R5/8 w - - 0 55,-394,c2e2
8/6p1/5k2/p7/P5K1/r6p/4R3/8 b - - 1 55,-421,g7g6
8/8/5kp1/p7/P5K1/r6p/4R3/8 w - - 0 56,-415,e2h2
8/8/5kp1/p7/P5K1/r6p/7R/8 b - - 1 56,-438,f6e6
8/8/6p1/p3k3/P5K1/r6p/7R/8 w - - 2 57,-433,h2d2
8/8/6p1/p3k3/P5K1/r6p/3R4/8 b - - 3 57,-446,e5e6
8/8/4k1p1/p7/P5K1/r6p/3R4/8 w - - 4 58,-450,d2h2
8/8/4k1p1/p7/P5K1/r6p/1R6/8 b - - 5 58,-460,e6d5
8/8/6p1/p2k4/P5K1/r6p/1R6/8 w - - 6 59,-451,b2b5
8/8/6p1/pR1k4/P5K1/r6p/8/8 b - - 7 59,-464,d5e4
8/8/6p1/pR6/P3k1K1/r6p/8/8 w - - 8 60,-446,b5b2
8/8/6p1/p7/P3k1K1/r6p/1R6/8 b - - 9 60,-470,e4d4
8/8/6p1/p7/P2k2K1/r6p/1R6/8 w - - 10 61,-438,b2e2
8/8/6p1/p7/P2k2K1/r6p/4R3/8 b - - 11 61,-474,a3a4
8/8/6p1/p7/r2k2K1/7p/4R3/8 w - - 0 62,-448,g4h3
8/8/6p1/p7/r2k4/7K/4R3/8 b - - 0 62,-462,a4c4
8/8/6p1/p7/2rk4/7K/4R3/8 w - - 1 63,-448,e2a2
8/8/6p1/p7/2rk4/7K/R7/8 b - - 2 63,-464,c4c5
8/8/6p1/p1r5/3k4/7K/R7/8 w - - 3 64,-428,h3g4
8/8/6p1/p1r5/3k2K1/8/R7/8 b - - 4 64,-443,g6g5
8/8/6p1/p4r2/3k2K1/8/R7/8 w - - 5 65,-410,a2a1
8/8/6p1/p4r2/3k2K1/8/8/R7 b - - 6 65,-437,d4c3
8/8/6p1/p4r2/2k3K1/8/8/R7 w - - 7 66,-421,a1c1
8/8/6p1/p4r2/2k3K1/8/8/2R5 b - - 8 66,-438,c4b3
8/8/6p1/p4r2/1k4K1/8/8/2R5 w - - 9 67,-428,c1b1
8/8/6p1/p4r2/1k4K1/8/8/1R6 b - - 10 67,-447,b4c3
8/8/6p1/p4r2/6K1/2k5/8/1R6 w - - 11 68,-428,b1c1
8/8/6p1/p4r2/6K1/2k5/8/2R5 b - - 12 68,-446,c3b2
8/8/6p1/p4r2/6K1/8/1k6/2R5 w - - 13 69,-430,c1c6
8/8/2R3p1/p4r2/6K1/8/1k6/8 b - - 14 69,-444,a5a4
8/8/2R3p1/5r2/p5K1/8/1k6/8 w - - 0 70,-445,c6b6
8/8/1R4p1/5r2/p5K1/8/1k6/8 b - - 1 70,-443,b2c3
8/8/1R4p1/5r2/p5K1/2k5/8/8 w - - 2 71,-436,b6g6
8/8/6R1/5r2/p5K1/2k5/8/8 b - - 0 71,-437,f5a5
8/8/6R1/r7/p5K1/2k5/8/8 w - - 1 72,-418,g6c6
8/8/6R1/r7/p4K2/2k5/8/8 b - - 2 72,-436,a4a3
8/8/6R1/r7/5K2/p1k5/8/8 w - - 0 73,-437,g6c6
8/8/8/r7/5K2/p1k5/6R1/8 b - - 1 73,-436,a3a2
8/8/8/r7/5K2/2k5/p5R1/8 w - - 0 74,-433,g2a2
8/8/8/r7/5K2/2k5/R7/8 b - - 0 74,-479,a5a2
8/8/8/8/5K2/2k5/r7/8 w - - 0 75,-698,f4e5
6k1/8/5K2/6q1/8/8/8/8 w - - 0 60,0,f6g5
2r4k/p7/4R1p1/6P1/8/5P2/5K2/8 b - - 0 44,13,h8g7
2r5/p5k1/4R1p1/6P1/8/5P2/5K2/8 w - - 1 45,15,e6e5
2r5/p5k1/6p1/4R1P1/8/5P2/5K2/8 b - - 2 45,0,c8c2
8/p5k1/6p1/4R1P1/8/5P2/2r2K2/8 w - - 3 46,0,f2e3
8/p5k1/6p1/4R1P1/8/5PK1/2r5/8 b - - 4 46,0,c2a2
8/p5k1/6p1/4R1P1/8/5PK1/r7/8 w - - 5 47,0,e5e4
8/p5k1/6p1/2R3P1/8/5PK1/r7/8 b - - 6 47,0,a2a4
8/p5k1/6p1/2R3P1/r7/5PK1/8/8 w - - 7 48,0,c5c6
8/p1R3k1/6p1/6P1/r7/5PK1/8/8 b - - 8 48,0,g7g8
7k/p1R5/6p1/6P1/r7/5PK1/8/8 w - - 9 49,0,c7c6
7k/p7/2R3p1/6P1/r7/5PK1/8/8 b - - 10 49,0,h8h7
8/p5k1/2R3p1/6P1/r7/5PK1/8/8 w - - 11 50,0,c6e6
8/p5k1/3R2p1/6P1/r7/5PK1/8/8 b - - 12 50,0,g7f7
8/p4k2/3R2p1/6P1/r7/5PK1/8/8 w - - 13 51,0,d6f6
8/p4k2/5Rp1/6P1/r7/5PK1/8/8 b - - 14 51,0,f7g7
8/p5k1/5Rp1/6P1/r7/5PK1/8/8 w - - 15 52,0,f6c6
8/p5k1/2R3p1/6P1/r7/5PK1/8/8 b - - 16 52,0,g7h7
8/p6k/2R3p1/6P1/r7/5PK1/8/8 w - - 17 53,0,c6c7
2R5/p6k/6p1/6P1/r7/5PK1/8/8 b - - 18 53,0,h7g7
2R5/p5k1/6p1/6P1/r7/5PK1/8/8 w - - 19 54,0,c8c7
8/p5k1/2R3p1/6P1/r7/5PK1/8/8 b - - 20 54,0,a4a5
8/p5k1/2R3p1/r5P1/8/5PK1/8/8 w - - 21 55,0,g3f4
8/p5k1/2R3p1/r5P1/5K2/5P2/8/8 b - - 22 55,0,a5a4
8/p5k1/2R3p1/6P1/r4K2/5P2/8/8 w - - 23 56,0,f4e3
8/p5k1/2R3p1/6P1/r7/4KP2/8/8 b - - 24 56,0,a4a3
8/p5k1/2R3p1/6P1/8/r3KP2/8/8 w - - 25 57,0,e3e4
8/p5k1/2R3p1/6P1/4K3/r4P2/8/8 b - - 26 57,0,a3a4
8/p5k1/2R3p1/6P1/r3K3/5P2/8/8 w - - 27 58,0,e4d3
8/p5k1/2R3p1/6P1/r7/3K1P2/8/8 b - - 28 58,0,a4a3
8/p5k1/2R3p1/6P1/8/r2K1P2/8/8 w - - 29 59,0,d3e4
8/p5k1/2R3p1/6P1/4K3/r4P2/8/8 b - - 30 59,0,a3a4
8/p5k1/2R3p1/6P1/r3K3/5P2/8/8 w - - 31 60,0,e4e3
8/p5k1/2R3p1/6P1/r7/4KP2/8/8 b - - 32 60,0,a4a3
8/p5k1/2R3p1/6P1/8/r3KP2/8/8 w - - 33 61,0,e3f2
8/p5k1/2R3p1/6P1/8/r4P2/5K2/8 b - - 34 61,0,a3a5
8/p5k1/2R3p1/r5P1/8/5P2/5K2/8 w - - 35 62,0,c6c7
8/p1R3k1/6p1/r5P1/8/5P2/5K2/8 b - - 36 62,0,g7f8
5k2/p1R5/6p1/r5P1/8/5P2/5K2/8 w - - 37 63,10,f2e3
5k2/p1R5/6p1/r5P1/8/4KP2/8/8 b - - 38 63,0,a5a3
5k2/p1R5/6p1/6P1/8/r3KP2/8/8 w - - 39 64,4,e3f4
5k2/p1R5/6p1/6P1/5K2/r4P2/8/8 b - - 40 64,0,a3a4
5k2/p1R5/6p1/6P1/r4K2/5P2/8/8 w - - 41 65,2,f4g3
5k2/p1R5/6p1/6P1/r7/5PK1/8/8 b - - 42 65,0,a4a5
5k2/p1R5/6p1/r5P1/8/5PK1/8/8 w - - 43 66,0,g3f4
5k2/p1R5/6p1/r5P1/5P2/6K1/8/8 b - - 0 66,0,a5a3
5k2/p1R5/6p1/6P1/5P2/r5K1/8/8 w - - 1 67,1,g3f2
5k2/p1R5/6p1/6P1/5P2/r7/6K1/8 b - - 2 67,0,a3a4
5k2/p1R5/6p1/6P1/r4P2/8/6K1/8 w - - 3 68,0,f4f5
5k2/p1R5/6p1/6P1/r4P2/5K2/8/8 b - - 4 68,0,a4a3
5k2/p1R5/6p1/6P1/5P2/r4K2/8/8 w - - 5 69,3,f3e4
5k2/p1R5/6p1/6P1/4KP2/r7/8/8 b - - 6 69,0,a3a4
5k2/p1R5/6p1/6P1/r3KP2/8/8/8 w - - 7 70,0,e4f3
5k2/p1R5/6p1/6P1/r4P2/5K2/8/8 b - - 8 70,0,a4a3
5k2/p1R5/6p1/6P1/5P2/r4K2/8/8 w - - 9 71,0,f3g4
5k2/p1R5/6p1/6P1/4KP2/r7/8/8 b - - 10 71,0,a3a4
5k2/p1R5/6p1/6P1/r3KP2/8/8/8 w - - 11 72,0,e4e5
5k2/p1R5/6p1/4K1P1/r4P2/8/8/8 b - - 12 72,0,a4a5
5k2/p1R5/6p1/r3K1P1/5P2/8/8/8 w - - 13 73,0,e5d4
5k2/p1R5/6p1/r5P1/3K1P2/8/8/8 b - - 14 73,0,a5a4
5k2/p1R5/6p1/6P1/r2K1P2/8/8/8 w - - 15 74,0,d4e3
5k2/p1R5/6p1/6P1/r4P2/4K3/8/8 b - - 16 74,0,a4a3
5k2/p1R5/6p1/6P1/5P2/r3K3/8/8 w - - 17 75,0,e3f2
5k2/p1R5/6p1/6P1/5P2/r7/5K2/8 b - - 18 75,0,a3a4
5k2/p1R5/6p1/6P1/r4P2/8/5K2/8 w - - 19 76,0,c7c8
2R2k2/p7/6p1/6P1/r4P2/8/5K2/8 b - - 20 76,0,f8g7
2R5/p4k2/6p1/6P1/r4P2/8/5K2/8 w - - 21 77,0,c8c7
2R5/p4k2/6p1/6P1/r4P2/4K3/8/8 b - - 22 77,0,a4a3
2R5/p4k2/6p1/6P1/5P2/r3K3/8/8 w - - 23 78,0,e3e4
2R5/p4k2/6p1/6P1/3K1P2/r7/8/8 b - - 24 78,0,a3a4
2R5/p4k2/6p1/6P1/r2K1P2/8/8/8 w - - 25 79,0,d4e3
2R5/p4k2/6p1/4K1P1/r4P2/8/8/8 b - - 26 79,0,a4a5
2R5/p4k2/6p1/r3K1P1/5P2/8/8/8 w - - 27 80,0,e5d4
2R5/p4k2/6p1/r5P1/3K1P2/8/8/8 b - - 28 80,0,a5a4
2R5/p7/4k1p1/r5P1/3K1P2/8/8/8 w - - 29 81,0,d4e4
8/5k2/1p1p4/1PpP4/2P3bp/8/5KP1/2B5 w - - 0 44,0,c1g5
8/5k2/1p1p4/1PpP2B1/2P3bp/8/5KP1/8 b - - 1 44,0,g4f5
4k3/8/1p1p4/1PpP2B1/2P3bp/8/5KP1/8 w - - 2 45,0,g5h4
4k3/8/1p1p4/1PpP4/2P3bB/8/5KP1/8 b - - 0 45,0,g4d1
4k3/8/1p1p4/1PpP3b/2P4B/8/5KP1/8 w - - 1 46,0,h4g3
4k3/8/1p1p4/1PpP3b/2P5/6B1/5KP1/8 b - - 2 46,0,e8d7
8/4k3/1p1p4/1PpP3b/2P5/6B1/5KP1/8 w - - 3 47,0,f2e3
8/4k3/1p1p4/1PpP3b/2P4B/8/5KP1/8 b - - 4 47,0,e7e8
