FEN,Evaluation,BestMove
r4rk1/1pp2ppp/2np1q2/p1b1p3/4P3/2P2Q1P/PPBP1PP1/R1B2RK1 b - - 0 11,-38,f6f3
r4rk1/1pp2ppp/2np4/p1b1p3/4P3/2P2q1P/PPBP1PP1/R1B2RK1 w - - 0 12,-34,g2f3
r4rk1/1pp2ppp/2np4/p1b1p3/4P3/2P2P1P/PPBP1P2/R1B2RK1 b - - 0 12,-40,f7f5
r4rk1/1pp3pp/2np4/p1b1pp2/4P3/2P2P1P/PPBP1P2/R1B2RK1 w - - 0 13,-27,f3f4
r4rk1/1pp3pp/2np4/p1b1pp2/4PP2/2P4P/PPBP1P2/R1B2RK1 b - - 0 13,-38,c6e7
r4rk1/1pp1n1pp/3p4/p1b1pp2/4PP2/2P4P/PPBP1P2/R1B2RK1 w - - 1 14,-30,f4e5
r4rk1/1pp1n1pp/3p4/p1b1Pp2/4P3/2P4P/PPBP1P2/R1B2RK1 b - - 0 14,-44,d6e5
r4rk1/1pp1n1pp/8/p1b1pp2/4P3/2P4P/PPBP1P2/R1B2RK1 w - - 0 15,-35,a2a4
r4rk1/1pp1n1pp/8/p1b1pp2/4P3/2P4P/PPBP1P2/1RB2RK1 b - - 1 15,-33,f5e4
r4rk1/1pp1n1pp/8/p1b1p3/4p3/2P4P/PPBP1P2/1RB2RK1 w - - 0 16,-27,c2e4
r4rk1/1pp1n1pp/8/p1b1p3/4B3/2P4P/PP1P1P2/1RB2RK1 b - - 0 16,-30,c7c6
r4rk1/1p2n1pp/2p5/p1b1p3/4B3/2P4P/PP1P1P2/1RB2RK1 w - - 0 17,-35,d2d3
r4rk1/1p2n1pp/2p5/p1b1p3/4B3/2P4P/PP1P1PK1/1RB2R2 b - - 1 17,-31,e7f5
r4rk1/1p4pp/2p5/p1b1pn2/4B3/2P4P/PP1P1PK1/1RB2R2 w - - 2 18,-27,d2d3
r4rk1/1p4pp/2p5/p1b1pn2/4B3/2PP3P/PP3PK1/1RB2R2 b - - 0 18,-37,f5d6
r4rk1/1p4pp/2pn4/p1b1p3/4B3/2PP3P/PP3PK1/1RB2R2 w - - 1 19,-28,e4f3
r4rk1/1p4pp/2pn4/p1b1p3/8/2PP1B1P/PP3PK1/1RB2R2 b - - 2 19,-25,f8f6
r5k1/1p4pp/2pn1r2/p1b1p3/8/2PP1B1P/PP3PK1/1RB2R2 w - - 3 20,-26,f3g4
r5k1/1p4pp/2pn1r2/p1b1p3/6B1/2PP3P/PP3PK1/1RB2R2 b - - 4 20,-24,a5a4
r5k1/1p4pp/2p2r2/p1b1pn2/6B1/2PP3P/PP3PK1/1RB2R2 w - - 5 21,-25,c1e3
r5k1/1p4pp/2p2r2/p1b1pn2/6B1/2PPB2P/PP3PK1/1R3R2 b - - 6 21,-30,c5e3
r5k1/1p4pp/2p2r2/p3pn2/6B1/2PPb2P/PP3PK1/1R3R2 w - - 0 22,-23,g4f5
r5k1/1p4pp/2p2r2/p3pB2/8/2PPb2P/PP3PK1/1R3R2 b - - 0 22,-26,f6f5
r5k1/1p4pp/2p5/p3pr2/8/2PPb2P/PP3PK1/1R3R2 w - - 0 23,-16,f2e3
r5k1/1p4pp/2p5/p3pr2/8/2PPP2P/PP4K1/1R3R2 b - - 0 23,-24,f5g5
r5k1/1p4pp/2p5/p3p1r1/8/2PPP2P/PP4K1/1R3R2 w - - 1 24,-25,g2f3
r5k1/1p4pp/2p5/p3p1r1/8/2PPPK1P/PP6/1R3R2 b - - 2 24,-23,a8d8
3r2k1/1p4pp/2p5/p3p1r1/8/2PPPK1P/PP6/1R3R2 w - - 3 25,-22,a2a4
3r2k1/1p4pp/2p5/p3p1r1/P7/2PPPK1P/1P6/1R3R2 b - - 0 25,-18,d8d3
6k1/1p4pp/2p5/p3p1r1/P7/2PrPK1P/1P6/1R3R2 w - - 0 26,-15,f3e4
6k1/1p4pp/2p5/p3p1r1/P3K3/2PrP2P/1P6/1R3R2 b - - 1 26,-15,d3d5
6k1/1p4pp/2pr4/p3p1r1/P3K3/2P1P2P/1P6/1R3R2 w - - 2 27,-13,b1d1
6k1/1p4pp/2pr4/p3p1r1/P3K3/2P1P2P/1P6/3R1R2 b - - 3 27,-15,d6d1
6k1/1p4pp/2p5/p3p1r1/P3K3/2P1P2P/1P6/3r1R2 w - - 0 28,-12,f1d1
6k1/1p4pp/2p5/p3p1r1/P3K3/2P1P2P/1P6/3R4 b - - 0 28,-10,g5g3
6k1/1p4pp/2p5/p3p2r/P3K3/2P1P2P/1P6/3R4 w - - 1 29,-4,d1d7
6k1/1p1R2pp/2p5/p3p2r/P3K3/2P1P2P/1P6/8 b - - 2 29,-11,h5h3
6k1/1p1R2pp/2p5/p3p3/P3K3/2P1P2r/1P6/8 w - - 0 30,-9,d7b7
6k1/1R4pp/2p5/p3p3/P3K3/2P1P2r/1P6/8 b - - 0 30,-14,h7h5
r2q1rk1/p2nbppp/bpp1pn2/3p4/2PP1B2/5NP1/PPQ1PPBP/RN1R2K1 w - - 2 11,16,f3e5
r2q1rk1/p2nbppp/bpp1pn2/3pN3/2PP1B2/6P1/PPQ1PPBP/RN1R2K1 b - - 3 11,10,a8c8
2rq1rk1/p2nbppp/bpp1pn2/3pN3/2PP1B2/6P1/PPQ1PPBP/RN1R2K1 w - - 4 12,13,b1c3
2rq1rk1/p2nbppp/bpp1pn2/3pN3/2PP1B2/2N3P1/PPQ1PPBP/R2R2K1 b - - 5 12,4,f6h5
2rq1rk1/p2nbppp/bpp1p3/3pN2n/2PP1B2/2N3P1/PPQ1PPBP/R2R2K1 w - - 6 13,18,f4d2
2rq1rk1/p2nbppp/bpp1p3/3pN2n/2PP4/2N3P1/PPQBPPBP/R2R2K1 b - - 7 13,12,h5f6
2rq1rk1/p2nbppp/bpp1pn2/3pN3/2PP4/2N3P1/PPQBPPBP/R2R2K1 w - - 8 14,10,c2a4
2rq1rk1/p2nbppp/bpp1pn2/3pN3/Q1PP4/2N3P1/PP1BPPBP/R2R2K1 b - - 9 14,7,d7b8
1nrq1rk1/p3bppp/bpp1pn2/3pN3/Q1PP4/2N3P1/PP1BPPBP/R2R2K1 w - - 10 15,10,c4d5
1nrq1rk1/p3bppp/bpp1pn2/3PN3/Q2P4/2N3P1/PP1BPPBP/R2R2K1 b - - 0 15,4,c6d5
1nrq1rk1/p3bppp/bp2pn2/3pN3/Q2P4/2N3P1/PP1BPPBP/R2R2K1 w - - 0 16,13,d1c1
1nrq1rk1/p3bppp/bp2pn2/3pN3/Q2P4/2N3P1/PP1BPPBP/R1R3K1 b - - 1 16,10,f6d7
1nrq1rk1/p2nbppp/bp2p3/3pN3/Q2P4/2N3P1/PP1BPPBP/R1R3K1 w - - 2 17,13,e5f3
1nrq1rk1/p2nbppp/bp2p3/3p4/Q2P4/2N2NP1/PP1BPPBP/R1R3K1 b - - 3 17,4,d7f6
1nrq1rk1/p3bppp/bp2pn2/3p4/Q2P4/2N2NP1/PP1BPPBP/R1R3K1 w - - 4 18,7,d2f4
1nrq1rk1/p3bppp/bp2pn2/3p4/Q2P1B2/2N2NP1/PP2PPBP/R1R3K1 b - - 5 18,3,d8e8
1nr1qrk1/p3bppp/bp2pn2/3p4/Q2P1B2/2N2NP1/PP2PPBP/R1R3K1 w - - 6 19,11,a4e8
1nr1Qrk1/p3bppp/bp2pn2/3p4/3P1B2/2N2NP1/PP2PPBP/R1R3K1 b - - 0 19,9,f8e8
1nr1r1k1/p3bppp/bp2pn2/3p4/3P1B2/2N2NP1/PP2PPBP/R1R3K1 w - - 0 20,13,f3e5
1nr1r1k1/p3bppp/bp2pn2/3p4/P2P1B2/2N2NP1/1P2PPBP/R1R3K1 b - - 0 20,-9,b8c6
2r1r1k1/p3bppp/bpn1pn2/3p4/P2P1B2/2N2NP1/1P2PPBP/R1R3K1 w - - 1 21,-6,c3b5
2r1r1k1/p3bppp/bpn1pn2/1N1p4/P2P1B2/5NP1/1P2PPBP/R1R3K1 b - - 2 21,-15,c6a5
2r1r1k1/p3bppp/bpn1p3/1N1p4/P2PnB2/5NP1/1P2PPBP/R1R3K1 w - - 3 22,90,b5c7
2r1r1k1/p1N1bppp/bpn1p3/3p4/P2PnB2/5NP1/1P2PPBP/R1R3K1 b - - 4 22,100,c8c7
4r1k1/p1r1bppp/bpn1p3/3p4/P2PnB2/5NP1/1P2PPBP/R1R3K1 w - - 0 23,112,f4c7
4r1k1/p1B1bppp/bpn1p3/3p4/P2Pn3/5NP1/1P2PPBP/R1R3K1 b - - 0 23,114,c6a5
4r1k1/p1B1bppp/bp2p3/n2p4/P2Pn3/5NP1/1P2PPBP/R1R3K1 w - - 1 24,121,c1c2
4r1k1/p1B1bppp/bp2p3/n2p4/P2Pn3/5NP1/1PR1PPBP/R5K1 b - - 2 24,117,e8c8
2r3k1/p1B1bppp/bp2p3/n2p4/P2Pn3/5NP1/1PR1PPBP/R5K1 w - - 3 25,125,f3e1
2r3k1/p1B1bppp/bp2p3/n2p4/P2Pn3/6P1/1PR1PPBP/R3N1K1 b - - 4 25,115,g7g5
2r3k1/p1B1bp1p/bp2p3/n2p2p1/P2Pn3/6P1/1PR1PPBP/R3N1K1 w - - 0 26,137,a1d1
2r3k1/p1B1bp1p/bp2p3/n2p2p1/P2Pn3/6P1/1PR1PPBP/3RN1K1 b - - 1 26,91,a5b3
2r3k1/p1B1bp1p/bp2p3/3p2p1/P2Pn3/1n4P1/1PR1PPBP/3RN1K1 w - - 2 27,126,g2e4
2r3k1/p1B1bp1p/bp2p3/3p2p1/P2PB3/1n4P1/1PR1PP1P/3RN1K1 b - - 0 27,94,d5e4
2r3k1/p1B1bp1p/bp2p3/6p1/P2Pp3/1n4P1/1PR1PP1P/3RN1K1 w - - 0 28,87,h2h4
2r3k1/p1B1bp1p/bp2p3/6p1/P2Pp2P/1n4P1/1PR1PP2/3RN1K1 b - - 0 28,86,h7h6
2r3k1/p1B1bp2/bp2p2p/6p1/P2Pp2P/1n4P1/1PR1PP2/3RN1K1 w - - 0 29,121,h4g5
2r3k1/p1B1bp2/bp2p2p/6P1/P2Pp3/1n4P1/1PR1PP2/3RN1K1 b - - 0 29,76,h6g5
2r3k1/p1B1bp2/bp2p3/6p1/P2Pp3/1n4P1/1PR1PP2/3RN1K1 w - - 0 30,70,g1f1
2r3k1/p1B1bp2/bp2p3/6p1/P2Pp3/1n4P1/1PR1PP2/3RNK2 b - - 1 30,73,f7f6
r2q1rk1/pp3ppp/2n1bn2/2P3B1/1b2p3/1QN2N2/PP3PPP/2KR1B1R w - - 0 11,-12,d1d8
r2R1rk1/pp3ppp/2n1bn2/2P3B1/1b2p3/1QN2N2/PP3PPP/2K2B1R b - - 0 11,-14,e6b3
r2R1rk1/pp3ppp/2n2n2/2P3B1/1b2p3/1bN2N2/PP3PPP/2K2B1R w - - 0 12,-18,d8a8
R4rk1/pp3ppp/2n2n2/2P3B1/1b2p3/1bN2N2/PP3PPP/2K2B1R b - - 0 12,-16,f8a8
r5k1/pp3ppp/2n2n2/2P3B1/1b2p3/1bN2N2/PP3PPP/2K2B1R w - - 0 13,-15,f3d2
r5k1/pp3ppp/2n2n2/2P3B1/1b2p3/1bN5/PP1N1PPP/2K2B1R b - - 1 13,-18,b3e6
r5k1/pp3ppp/2n1bn2/2P3B1/1b2p3/2N5/PP1N1PPP/2K2B1R w - - 2 14,-13,g5f6
r5k1/pp3ppp/2n1bB2/2P5/1b2p3/2N5/PP1N1PPP/2K2B1R b - - 0 14,-16,e4e3
r5k1/pp3ppp/2n1bB2/2P5/1b6/2N1p3/PP1N1PPP/2K2B1R w - - 0 15,-13,f2e3
r5k1/pp3ppp/2n1bB2/2P5/1b6/2N1P3/PP1N2PP/2K2B1R b - - 0 15,-16,g7f6
r5k1/pp3p1p/2n1bp2/2P5/1b6/2N1P3/PP1N2PP/2K2B1R w - - 0 16,-9,c3e4
r5k1/pp3p1p/2n1bp2/2P5/1b2N3/2N1P3/PP4PP/2K2B1R b - - 1 16,-11,f6f5
r5k1/pp3p1p/2n1b3/2P2p2/1b2N3/2N1P3/PP4PP/2K2B1R w - - 0 17,-6,a2a3
r5k1/pp3p1p/2n1b3/2P2p2/1b2N3/P1N1P3/1P4PP/2K2B1R b - - 0 17,-9,f5e4
r5k1/pp3p1p/2n1b3/2P5/1b2p3/P1N1P3/1P4PP/2K2B1R w - - 0 18,-5,a3b4
r5k1/pp3p1p/2n1b3/2P5/1P2p3/2N1P3/1P4PP/2K2B1R b - - 0 18,-7,c6b4
r5k1/pp3p1p/4b3/2P5/1n2p3/2N1P3/1P4PP/2K2B1R w - - 0 19,-6,c3e4
r5k1/pp3p1p/4b3/2P5/1n2N3/4P3/1P4PP/2K2B1R b - - 0 19,-10,a8c8
2r3k1/pp3p1p/4b3/2P5/1n2N3/4P3/1P4PP/2K2B1R w - - 1 20,-3,f1e2
2r3k1/pp3p1p/4b3/2P5/1n2N3/4P3/1P2B1PP/2K4R b - - 2 20,-6,e6f5
2r3k1/pp3p1p/8/2P2b2/1n2N3/4P3/1P2B1PP/2K4R w - - 3 21,-4,e2f3
2r3k1/pp3p1p/8/2P2b2/1n2N3/4PB2/1P4PP/2K4R b - - 4 21,-4,b4d3
2r3k1/pp3p1p/8/2P2b2/4N3/3nPB2/1P4PP/2K4R w - - 5 22,-8,c1d2
2r3k1/pp3p1p/8/2P2b2/4N3/3nPB2/1P1K2PP/7R b - - 6 22,-15,d3c5
2r3k1/pp3p1p/8/2n2b2/4N3/4PB2/1P1K2PP/7R w - - 0 23,-13,e4c5
2r3k1/pp3p1p/8/2N2b2/8/4PB2/1P1K2PP/7R b - - 0 23,-16,c8c5
6k1/pp3p1p/8/2r2b2/8/4PB2/1P1K2PP/7R w - - 0 24,-15,h1a1
6k1/pp3p1p/8/2r2b2/8/4PB2/1P1K2PP/R7 b - - 1 24,-15,c5c2
6k1/pp3p1p/8/5b2/8/4PB2/1PrK2PP/R7 w - - 2 25,-10,d2d1
6k1/pp3p1p/8/5b2/8/4PB2/1Pr3PP/R2K4 b - - 3 25,-13,c2b2
6k1/pp3p1p/8/5b2/8/4PB2/1r4PP/R2K4 w - - 0 26,-10,a1a7
6k1/Rp3p1p/8/5b2/8/4PB2/1r4PP/3K4 b - - 0 26,-12,b7b5
6k1/R4p1p/8/1p3b2/8/4PB2/1r4PP/3K4 w - - 0 27,-7,a7b7
6k1/1R3p1p/8/1p3b2/8/4PB2/1r4PP/3K4 b - - 1 27,-12,b2b3
8/1R3pkp/8/1p3b2/8/4PB2/1r4PP/3K4 w - - 2 28,-4,f3d5
8/1R3pkp/8/1p1B1b2/8/4P3/1r4PP/3K4 b - - 3 28,-3,f5g6
8/1R3pkp/6b1/1p1B4/8/4P3/1r4PP/3K4 w - - 4 29,-5,h2h4
8/1R3pkp/6b1/1p1B4/7P/4P3/1r4P1/3K4 b - - 0 29,-11,b2b4
8/1R3pkp/6b1/1p1B4/1r5P/4P3/6P1/3K4 w - - 1 30,-5,d5f3
8/1R3pkp/6b1/1p6/1r5P/4PB2/6P1/3K4 b - - 2 30,-6,b4h4
r1bq1rk1/p1pp1ppp/1p1n1b2/8/3P4/8/PPP1RPPP/RNBQ1BK1 w - - 0 11,16,e2e1
r1bq1rk1/p1pp1ppp/1p1n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 1 11,11,c8b7
r2q1rk1/pbpp1ppp/1p1n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 2 12,7,a2a4
r2q1rk1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQRBK1 b - - 0 12,7,f8e8
r2qr1k1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQRBK1 w - - 1 13,12,e1e8
r2qR1k1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQ1BK1 b - - 0 13,10,d6e8
r3q1k1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQ1BK1 w - - 0 14,13,b1a3
r3q1k1/pbpp1ppp/1p1n1b2/8/P2P4/N7/1PP2PPP/R1BQ1BK1 b - - 1 14,5,e8e4
r5k1/pbpp1ppp/1p1n1b2/8/P2Pq3/N7/1PP2PPP/R1BQ1BK1 w - - 2 15,14,c2c3
r5k1/pbpp1ppp/1p1n1b2/8/P2Pq3/N1P5/1P3PPP/R1BQ1BK1 b - - 0 15,10,a7a5
r5k1/1bpp1ppp/1p1n1b2/p7/P2Pq3/N1P5/1P3PPP/R1BQ1BK1 w - - 0 16,12,h2h3
r5k1/1bpp1ppp/1p1n1b2/p7/P2Pq3/N1PQ4/1P3PPP/R1B2BK1 b - - 1 16,10,e4e6
r5k1/1bpp1ppp/1p1nqb2/p7/P2P4/N1PQ4/1P3PPP/R1B2BK1 w - - 2 17,20,c1f4
r5k1/1bpp1ppp/1p1nqb2/p7/P2P1B2/N1PQ4/1P3PPP/R4BK1 b - - 3 17,13,b7c6
4r1k1/1bpp1ppp/1p1nqb2/p7/P2P1B2/N1PQ4/1P3PPP/R4BK1 w - - 4 18,27,a3b5
4r1k1/1bpp1ppp/1p1Bqb2/p7/P2P4/N1PQ4/1P3PPP/R4BK1 b - - 0 18,29,e6d6
4r1k1/1bpp1ppp/1p1q1b2/p7/P2P4/N1PQ4/1P3PPP/R4BK1 w - - 0 19,17,a3b5
4r1k1/1bpp1ppp/1p1q1b2/pN6/P2P4/2PQ4/1P3PPP/R4BK1 b - - 1 19,6,d6c6
4r1k1/1bpp1ppp/1pq2b2/pN6/P2P4/2PQ4/1P3PPP/R4BK1 w - - 2 20,0,d4d5
4r1k1/1bpp1ppp/1pq2b2/pN1P4/P7/2PQ4/1P3PPP/R4BK1 b - - 0 20,0,c6c5
4r1k1/1bpp1ppp/1p3b2/pNqP4/P7/2PQ4/1P3PPP/R4BK1 w - - 1 21,0,d5d6
4r1k1/1bpp1ppp/1p1P1b2/pNq5/P7/2PQ4/1P3PPP/R4BK1 b - - 0 21,0,c7c6
4r1k1/1b1p1ppp/1ppP1b2/pNq5/P7/2PQ4/1P3PPP/R4BK1 w - - 0 22,3,b5c7
4r1k1/1bNp1ppp/1ppP1b2/p1q5/P7/2PQ4/1P3PPP/R4BK1 b - - 1 22,0,e8c8
2r3k1/1bNp1ppp/1ppP1b2/p1q5/P7/2PQ4/1P3PPP/R4BK1 w - - 2 23,5,a1d1
2r3k1/1bNp1ppp/1ppP1b2/p1q5/P7/2PQ4/1P3PPP/3R1BK1 b - - 3 23,2,f6e5
2r3k1/1bNp1ppp/1ppP4/p1q1b3/P7/2PQ4/1P3PPP/3R1BK1 w - - 4 24,4,d3e2
2r3k1/1bNp1ppp/1ppP4/p1q1b3/P7/2P2Q2/1P3PPP/3R1BK1 b - - 5 24,3,c8d8
3r2k1/1bNp1ppp/1ppP4/p1q1b3/P7/2P2Q2/1P3PPP/3R1BK1 w - - 6 25,3,f3d3
3r2k1/1bNp1ppp/1ppP4/p1q1b3/P7/2PQ4/1P3PPP/3R1BK1 b - - 7 25,1,d8c8
2r3k1/1bNp1ppp/1ppP4/p1q1b3/P7/2PQ4/1P3PPP/3R1BK1 w - - 8 26,2,d3e2
2r3k1/1bNp1ppp/1ppP4/p1q1b3/P7/2P5/1P2QPPP/3R1BK1 b - - 9 26,0,g8f8
2r3k1/1bNp1p1p/1ppP2p1/p1q1b3/P7/2P5/1P2QPPP/3R1BK1 w - - 0 27,4,g2g3
2r3k1/1bNp1p1p/1ppP2p1/p1q1b3/P7/2P3P1/1P2QP1P/3R1BK1 b - - 0 27,3,e5d6
2r3k1/1bNp1p1p/1ppb2p1/p1q5/P7/2P3P1/1P2QP1P/3R1BK1 w - - 0 28,10,c7e8
2r1N1k1/1b1p1p1p/1ppb2p1/p1q5/P7/2P3P1/1P2QP1P/3R1BK1 b - - 1 28,6,d6e5
2r1N1k1/1b1p1p1p/1pp3p1/p1q1b3/P7/2P3P1/1P2QP1P/3R1BK1 w - - 2 29,12,d1d7
2r1N1k1/1b1R1p1p/1pp3p1/p1q1b3/P7/2P3P1/1P2QP1P/5BK1 b - - 0 29,12,c8e8
4r1k1/1b1R1p1p/1pp3p1/p1q1b3/P7/2P3P1/1P2QP1P/5BK1 w - - 0 30,10,d7b7
4r1k1/1R3p1p/1pp3p1/p1q1b3/P7/2P3P1/1P2QP1P/5BK1 b - - 0 30,4,e8e7
rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP3PPP/R2Q1RK1 w - - 2 11,10,d1e2
rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP2QPPP/R4RK1 b - - 3 11,5,b4c3
rn1q1rk1/pb3ppp/1p2pn2/6B1/2BP4/2b2N2/PP2QPPP/R4RK1 w - - 0 12,7,b2c3
rn1q1rk1/pb3ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R4RK1 b - - 0 12,7,b8d7
r2q1rk1/pb1n1ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R4RK1 w - - 1 13,9,c4b5
r2q1rk1/pb1n1ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R1R3K1 b - - 2 13,1,d8c7
r4rk1/pbqn1ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R1R3K1 w - - 3 14,11,c4b5
r4rk1/pbqn1ppp/1p2pn2/1B4B1/3P4/2P2N2/P3QPPP/R1R3K1 b - - 4 14,1,a7a6
r4rk1/1bqn1ppp/pp2pn2/1B4B1/3P4/2P2N2/P3QPPP/R1R3K1 w - - 0 15,14,b5d3
r4rk1/1bqn1ppp/pp2pn2/6B1/3P4/2PB1N2/P3QPPP/R1R3K1 b - - 1 15,6,h7h6
r3r1k1/1bqn1ppp/pp2pn2/6B1/3P4/2PB1N2/P3QPPP/R1R3K1 w - - 2 16,11,a1b1
r3r1k1/1bqn1ppp/pp2pn2/6B1/3P4/2PB1N2/P3QPPP/1RR3K1 b - - 3 16,4,h7h6
r3r1k1/1bqn1pp1/pp2pn1p/6B1/3P4/2PB1N2/P3QPPP/1RR3K1 w - - 0 17,11,g5h4
r3r1k1/1bqn1pp1/pp2pB1p/8/3P4/2PB1N2/P3QPPP/1RR3K1 b - - 0 17,17,d7f6
r3r1k1/1bq2pp1/pp2pn1p/8/3P4/2PB1N2/P3QPPP/1RR3K1 w - - 0 18,33,f3e5
r3r1k1/1bq2pp1/pp2pn1p/4N3/3P4/2PB4/P3QPPP/1RR3K1 b - - 1 18,38,e8d8
r3r1k1/1bq2pp1/p3pn1p/1p2N3/3P4/2PB4/P3QPPP/1RR3K1 w - - 0 19,42,c3c4
r3r1k1/1bq2pp1/p3pn1p/1p2N3/2PP4/3B4/P3QPPP/1RR3K1 b - - 0 19,57,e8c8
r2qr1k1/1b3pp1/p3pn1p/1p2N3/2PP4/3B4/P3QPPP/1RR3K1 w - - 1 20,49,c4b5
r2qr1k1/1b3pp1/p3pn1p/1pP1N3/3P4/3B4/P3QPPP/1RR3K1 b - - 0 20,17,b7d5
r2qr1k1/5pp1/p3pn1p/1pPbN3/3P4/3B4/P3QPPP/1RR3K1 w - - 1 21,44,c5c6
r2qr1k1/5pp1/p1P1pn1p/1p1bN3/3P4/3B4/P3QPPP/1RR3K1 b - - 0 21,40,e8e7
2rqr1k1/5pp1/p1P1pn1p/1p1bN3/3P4/3B4/P3QPPP/1RR3K1 w - - 1 22,33,c1c5
2rqr1k1/5pp1/p1P1pn1p/1pRbN3/3P4/3B4/P3QPPP/1R4K1 b - - 2 22,16,e8e7
2rq2k1/4rpp1/p1P1pn1p/1pRbN3/3P4/3B4/P3QPPP/1R4K1 w - - 3 23,18,e2c2
2rq2k1/4rpp1/p1P1pn1p/1pRbN3/3P4/3B3P/P3QPP1/1R4K1 b - - 0 23,5,e7c7
2rq2k1/2r2pp1/p1P1pn1p/1pRbN3/3P4/3B3P/P3QPP1/1R4K1 w - - 1 24,8,e2c2
2rq2k1/2r2pp1/p1P1pn1p/1pRbN3/3P4/3B3P/P1Q2PP1/1R4K1 b - - 2 24,6,f6e8
2rqn1k1/2r2pp1/p1P1p2p/1pRbN3/3P4/3B3P/P1Q2PP1/1R4K1 w - - 3 25,10,a2a4
2rqn1k1/2r2pp1/p1P1p2p/1pRbN3/3P4/3B3P/P1Q2PP1/4R1K1 b - - 4 25,4,e8d6
2rq2k1/2r2pp1/p1Pnp2p/1pRbN3/3P4/3B3P/P1Q2PP1/4R1K1 w - - 5 26,6,a2a4
2rq2k1/2r2pp1/p1Pnp2p/1pRbN3/P2P4/3B3P/2Q2PP1/4R1K1 b - - 0 26,0,h6h5
2rq2k1/2r2pp1/p1Pnp3/1pRbN2p/P2P4/3B3P/2Q2PP1/4R1K1 w - - 0 27,4,a4b5
2rq2k1/2r2pp1/p1Pnp3/1PRbN2p/3P4/3B3P/2Q2PP1/4R1K1 b - - 0 27,4,a6b5
2rq2k1/2r2pp1/2Pnp3/1pRbN2p/3P4/3B3P/2Q2PP1/4R1K1 w - - 0 28,9,d3b5
2rq2k1/2r2pp1/2Pnp3/1pRbN2p/3P4/3B3P/5PP1/2Q1R1K1 b - - 1 28,2,d6c4
2r3k1/2r2pp1/2Pnp3/1pRbN2p/3P3q/3B3P/5PP1/2Q1R1K1 w - - 2 29,0,c1d2
2r3k1/2r2pp1/2Pnp3/1pRbN2p/3P3q/3B3P/3Q1PP1/4R1K1 b - - 3 29,0,h4d8
2rq2k1/2r2pp1/2Pnp3/1pRbN2p/3P4/3B3P/3Q1PP1/4R1K1 w - - 4 30,10,d3b1
2rq2k1/2r2pp1/2Pnp3/1pRbN2p/3P4/7P/3Q1PP1/1B2R1K1 b - - 5 30,9,d5c6
r2q1rk1/pbpnbppp/1p3n2/3p4/1P1P4/PQN1PN2/3B1PPP/R3KB1R w KQ - 3 11,29,f1d3
r2q1rk1/pbpnbppp/1p3n2/3p4/1P1P4/PQNBPN2/3B1PPP/R3K2R b KQ - 4 11,27,f8e8
r2q1rk1/pbpn1ppp/1p1b1n2/3p4/1P1P4/PQNBPN2/3B1PPP/R3K2R w KQ - 5 12,34,e1g1
r2q1rk1/pbpn1ppp/1p1b1n2/3p4/1P1P4/PQNBPN2/3B1PPP/R4RK1 b - - 6 12,27,f8e8
r2qr1k1/pbpn1ppp/1p1b1n2/3p4/1P1P4/PQNBPN2/3B1PPP/R4RK1 w - - 7 13,32,b4b5
r2qr1k1/pbpn1ppp/1p1b1n2/1P1p4/3P4/PQNBPN2/3B1PPP/R4RK1 b - - 0 13,17,f6e4
r2qr1k1/pbpn1ppp/1p1b4/1P1p4/3Pn3/PQNBPN2/3B1PPP/R4RK1 w - - 1 14,33,a3a4
r2qr1k1/pbpn1ppp/1p1b4/1P1p4/P2Pn3/1QNBPN2/3B1PPP/R4RK1 b - - 0 14,28,d7f6
r2qr1k1/pbpn1p1p/1p1b4/1P1p2p1/P2Pn3/1QNBPN2/3B1PPP/R4RK1 w - - 0 15,18,d2c1
r2qr1k1/pbpn1p1p/1p1b4/1P1p2p1/P2Pn3/1QNBPN2/5PPP/R1B2RK1 b - - 1 15,-90,g5g4
r2qr1k1/pbpn1p1p/1p1b4/1P1p4/P2Pn1p1/1QNBPN2/5PPP/R1B2RK1 w - - 0 16,-42,d3e4
r2qr1k1/pbpn1p1p/1p1b4/1P1p4/P2PB1p1/1QN1PN2/5PPP/R1B2RK1 b - - 0 16,-88,d5e4
r2qr1k1/pbpn1p1p/1p1b4/1P6/P2Pp1p1/1QN1PN2/5PPP/R1B2RK1 w - - 0 17,-62,f3d2
r2qr1k1/pbpn1p1p/1p1b4/1P6/P2Pp1p1/1QN1P3/3N1PPP/R1B2RK1 b - - 1 17,-66,d6h2
