FEN,Evaluation,BestMove
r4rk1/pbq2ppp/4p3/3n4/Q1p5/2N2PP1/PP2PB1P/R4RK1 b - - 4 16,25,e3f2
r4rk1/pbq2ppp/4p3/8/Q1p5/2n2PP1/PP2PB1P/R4RK1 w - - 0 17,38,d5c3
r4rk1/pbq2ppp/4p3/8/Q1p5/2P2PP1/P3PB1P/R4RK1 b - - 0 17,31,b2c3
r4rk1/p1q2ppp/2b1p3/8/Q1p5/2P2PP1/P3PB1P/R4RK1 w - - 1 18,34,b7c6
r4rk1/p1q2ppp/2b1p3/8/2p5/Q1P2PP1/P3PB1P/R4RK1 b - - 2 18,35,a4a3
r4rk1/p4ppp/2b1p3/4q3/2p5/Q1P2PP1/P3PB1P/R4RK1 w - - 3 19,33,c7e5
r4rk1/p4ppp/2b1p3/2Q1q3/2p5/2P2PP1/P3PB1P/R4RK1 b - - 4 19,32,a3c5
r4rk1/p4ppp/2b1p3/2q5/2p5/2P2PP1/P3PB1P/R4RK1 w - - 0 20,33,e5c5
r4rk1/p4ppp/2b1p3/2B5/2p5/2P2PP1/P3P2P/R4RK1 b - - 0 20,33,f2c5
rr4k1/p4ppp/2b1p3/2B5/2p5/2P2PP1/P3P2P/R4RK1 w - - 1 21,29,f8b8
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,27,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,24,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,29,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,28,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,26,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,27,g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,24,g2g3
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,24,f8e7
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 2 5,22,f1g2
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 3 6,28,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 4 6,21,e1g1
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,24,d5c4
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 b - - 1 7,16,d1c2
rnbq1rk1/1pp1bppp/p3pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 w - - 0 8,21,a7a6
rnbq1rk1/1pp1bppp/p3pn2/8/2QP4/5NP1/PP2PPBP/RNB2RK1 b - - 0 8,24,c2c4
rnbq1rk1/2p1bppp/p3pn2/1p6/2QP4/5NP1/PP2PPBP/RNB2RK1 w - - 0 9,22,b7b5
rnbq1rk1/2p1bppp/p3pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB2RK1 b - - 1 9,16,c4c2
rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB2RK1 w - - 2 10,17,c8b7
rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PPQBPPBP/RN3RK1 b - - 3 10,17,c1d2
rn1q1rk1/2p1bppp/p3pn2/1p6/3Pb3/5NP1/PPQBPPBP/RN3RK1 w - - 4 11,21,b7e4
rn1q1rk1/2p1bppp/p3pn2/1p6/3Pb3/5NP1/PP1BPPBP/RNQ2RK1 b - - 5 11,23,c2c1
rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PP1BPPBP/RNQ2RK1 w - - 6 12,24,e4b7
rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PPQBPPBP/RN3RK1 b - - 7 12,21,c1c2
rn1q1rk1/2p1bppp/p3pn2/1p6/3Pb3/5NP1/PPQBPPBP/RN3RK1 w - - 8 13,18,b7e4
rn1q1rk1/2p1bppp/p3pn2/1p6/3Pb3/5NP1/PP1BPPBP/RNQ2RK1 b - - 9 13,21,c2c1
r2q1rk1/2p1bppp/p1n1pn2/1p6/3Pb3/5NP1/PP1BPPBP/RNQ2RK1 w - - 10 14,24,b8c6
r2q1rk1/2p1bppp/p1n1pn2/1p6/3Pb3/4BNP1/PP2PPBP/RNQ2RK1 b - - 11 14,25,d2e3
2rq1rk1/2p1bppp/p1n1pn2/1p6/3Pb3/4BNP1/PP2PPBP/RNQ2RK1 w - - 12 15,25,a8c8
2rq1rk1/2p1bppp/p1n1pn2/1p6/3Pb3/4BNP1/PP2PPBP/RNQR2K1 b - - 13 15,25,f1d1
2rq1rk1/2p1bppp/p1n1p3/1p1n4/3Pb3/4BNP1/PP2PPBP/RNQR2K1 w - - 14 16,27,f6d5
2rq1rk1/2p1bppp/p1n1p3/1p1n2B1/3Pb3/5NP1/PP2PPBP/RNQR2K1 b - - 15 16,35,e3g5
2rq1rk1/2p1bppp/p3p3/1p1n2B1/1n1Pb3/5NP1/PP2PPBP/RNQR2K1 w - - 16 17,36,c6b4
2rq1rk1/2p1Bppp/p3p3/1p1n4/1n1Pb3/5NP1/PP2PPBP/RNQR2K1 b - - 0 17,34,g5e7
2r2rk1/2p1qppp/p3p3/1p1n4/1n1Pb3/5NP1/PP2PPBP/RNQR2K1 w - - 0 18,36,d8e7
2r2rk1/2p1qppp/p3p3/1p1n4/1n1Pb3/2N2NP1/PP2PPBP/R1QR2K1 b - - 1 18,31,b1c3
2r2rk1/2p1qppp/p3p3/1p6/1n1Pb3/2n2NP1/PP2PPBP/R1QR2K1 w - - 0 19,37,d5c3
2r2rk1/2p1qppp/p3p3/1p6/1n1Pb3/2Q2NP1/PP2PPBP/R2R2K1 b - - 0 19,32,c1c3
2r2rk1/4qppp/p3p3/1pp5/1n1Pb3/2Q2NP1/PP2PPBP/R2R2K1 w - - 0 20,38,c7c5
2r2rk1/4qppp/p3p3/1pP5/1n2b3/2Q2NP1/PP2PPBP/R2R2K1 b - - 0 20,30,d4c5
2r2rk1/5ppp/p3p3/1pq5/1n2b3/2Q2NP1/PP2PPBP/R2R2K1 w - - 0 21,37,e7c5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,23,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,24,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,24,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,26,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,26,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,23,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,26,b1c3
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,28,f8b4
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 3 5,25,d1b3
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 6,22,c7c5
rnbqk2r/pp3ppp/4pn2/2Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6,17,d4c5
r1bqk2r/pp3ppp/n3pn2/2Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 1 7,19,b8a6
r1bqk2r/pp3ppp/n3pn2/2Pp4/1bP5/PQN2N2/1P2PPPP/R1B1KB1R b KQkq - 0 7,24,a2a3
r1bqk2r/pp3ppp/n3pn2/2Pp4/2P5/PQb2N2/1P2PPPP/R1B1KB1R w KQkq - 0 8,21,b4c3
r1bqk2r/pp3ppp/n3pn2/2Pp4/2P5/P1Q2N2/1P2PPPP/R1B1KB1R b KQkq - 0 8,16,b3c3
r1bqk2r/pp3ppp/4pn2/2np4/2P5/P1Q2N2/1P2PPPP/R1B1KB1R w KQkq - 0 9,16,a6c5
r1bqk2r/pp3ppp/4pn2/2nP4/8/P1Q2N2/1P2PPPP/R1B1KB1R b KQkq - 0 9,22,c4d5
r1b1k2r/pp3ppp/4pn2/2nq4/8/P1Q2N2/1P2PPPP/R1B1KB1R w KQkq - 0 10,20,d8d5
r1b1k2r/pp3ppp/4pn2/2nq4/8/P1Q1BN2/1P2PPPP/R3KB1R b KQkq - 1 10,19,c1e3
r1b1k2r/pp3ppp/4pn2/3q4/4n3/P1Q1BN2/1P2PPPP/R3KB1R w KQkq - 2 11,24,c5e4
r1b1k2r/pp3ppp/4pn2/3qQ3/4n3/P3BN2/1P2PPPP/R3KB1R b KQkq - 3 11,27,c3e5
r1b2rk1/pp3ppp/4pn2/3qQ3/4n3/P3BN2/1P2PPPP/R3KB1R w KQ - 4 12,28,e8g8
r1b2rk1/pp3ppp/4pn2/3qQ3/4n3/P3BN2/1P2PPPP/3RKB1R b K - 5 12,37,a1d1
r1b2rk1/pp3ppp/2q1pn2/4Q3/4n3/P3BN2/1P2PPPP/3RKB1R w K - 6 13,49,d5c6
r1b2rk1/pp3ppp/2q1pn2/4Q3/4n3/P3BN1P/1P2PPP1/3RKB1R b K - 0 13,43,h2h3
r1b2rk1/pp1n1ppp/2q1p3/4Q3/4n3/P3BN1P/1P2PPP1/3RKB1R w K - 1 14,68,f6d7
r1b2rk1/pp1n1ppp/2q1p3/8/3Qn3/P3BN1P/1P2PPP1/3RKB1R b K - 2 14,59,e5d4
r1b2rk1/pp3ppp/2q1p3/2n5/3Qn3/P3BN1P/1P2PPP1/3RKB1R w K - 3 15,161,d7c5
r1b2rk1/pp3ppp/2q1p3/2n1N3/3Qn3/P3B2P/1P2PPP1/3RKB1R b K - 4 15,127,f3e5
r1b2rk1/pp3ppp/q3p3/2n1N3/3Qn3/P3B2P/1P2PPP1/3RKB1R w K - 5 16,152,c6a6
r1b2rk1/pp3ppp/q3p3/2n1N3/3Qn3/P3BP1P/1P2P1P1/3RKB1R b K - 0 16,178,f2f3
r1b2rk1/pp3ppp/q3p3/2n1N3/3Q4/P3BPnP/1P2P1P1/3RKB1R w K - 1 17,248,e4g3
r1b2rk1/pp3ppp/q3p3/2Q1N3/8/P3BPnP/1P2P1P1/3RKB1R b K - 0 17,291,d4c5
r1b2rk1/pp4pp/q3pp2/2Q1N3/8/P3BPnP/1P2P1P1/3RKB1R w K - 0 18,306,f7f6
r1b2rk1/pp4pp/q3pp2/2Q1N3/8/P3BPnP/1P2P1P1/3RKBR1 b - - 1 18,287,h1g1
r1b2rk1/p5pp/qp2pp2/2Q1N3/8/P3BPnP/1P2P1P1/3RKBR1 w - - 0 19,264,b7b6
r1b2rk1/p1Q3pp/qp2pp2/4N3/8/P3BPnP/1P2P1P1/3RKBR1 b - - 1 19,280,c5c7
r1b2rk1/p1Q3pp/qp2pp2/4N3/8/P3BP1P/1P2P1P1/3RKnR1 w - - 0 20,331,g3f1
r1b2rk1/p1Q3pp/qp2pp2/4N3/8/P3BP1P/1P2P1P1/3R1KR1 b - - 0 20,312,e1f1
r1b2rk1/p1Q3pp/qp2p3/4p3/8/P3BP1P/1P2P1P1/3R1KR1 w - - 0 21,323,f6e5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,19,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,30,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,21,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,19,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,21,f1b5
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,23,g8f6
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,16,d2d3
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,17,f8c5
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,16,c2c3
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQ - 1 6,13,e8g8
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p1B1/4P3/2PP1N2/PP3PPP/RN1QK2R b KQ - 2 6,8,c1g5
r1bq1rk1/pppp1pp1/2n2n1p/1Bb1p1B1/4P3/2PP1N2/PP3PPP/RN1QK2R w KQ - 0 7,3,h7h6
r1bq1rk1/pppp1pp1/2n2n1p/1Bb1p3/4P2B/2PP1N2/PP3PPP/RN1QK2R b KQ - 1 7,-7,g5h4
r1bq1rk1/pppp1p2/2n2n1p/1Bb1p1p1/4P2B/2PP1N2/PP3PPP/RN1QK2R w KQ - 0 8,-10,g7g5
r1bq1rk1/pppp1p2/2n2n1p/1Bb1p1p1/4P3/2PP1NB1/PP3PPP/RN1QK2R b KQ - 1 8,-6,h4g3
r1bq1rk1/ppp2p2/2np1n1p/1Bb1p1p1/4P3/2PP1NB1/PP3PPP/RN1QK2R w KQ - 0 9,-5,d7d6
r1bq1rk1/ppp2p2/2np1n1p/1Bb1p1p1/4P3/2PP1NB1/PP3PPP/RN1Q1RK1 b - - 1 9,-3,e1g1
r1bq1rk1/ppp2p2/2np3p/1Bb1p1pn/4P3/2PP1NB1/PP3PPP/RN1Q1RK1 w - - 2 10,2,f6h5
r1bq1rk1/ppp2p2/2np3p/1Bb1p1pn/4P3/2PP1NB1/PP1N1PPP/R2Q1RK1 b - - 3 10,2,b1d2
r1bq1rk1/1pp2p2/2np3p/pBb1p1pn/4P3/2PP1NB1/PP1N1PPP/R2Q1RK1 w - - 0 11,1,a7a5
r1bq1rk1/1pp2p2/2Bp3p/p1b1p1pn/4P3/2PP1NB1/PP1N1PPP/R2Q1RK1 b - - 0 11,5,b5c6
r1bq1rk1/2p2p2/2pp3p/p1b1p1pn/4P3/2PP1NB1/PP1N1PPP/R2Q1RK1 w - - 0 12,12,b7c6
r1bq1rk1/2p2p2/2pp3p/p1b1p1pn/3PP3/2P2NB1/PP1N1PPP/R2Q1RK1 b - - 0 12,12,d3d4
r1bq1rk1/2p2p2/2pp3p/p1b1p1p1/3PP3/2P2Nn1/PP1N1PPP/R2Q1RK1 w - - 0 13,32,h5g3
r1bq1rk1/2p2p2/2pp3p/p1b1p1p1/3PP3/2P2NP1/PP1N1PP1/R2Q1RK1 b - - 0 13,28,h2g3
r1bq1rk1/2p2p2/2pp3p/p1b3p1/3pP3/2P2NP1/PP1N1PP1/R2Q1RK1 w - - 0 14,27,e5d4
r1bq1rk1/2p2p2/2pp3p/p1b3p1/3PP3/5NP1/PP1N1PP1/R2Q1RK1 b - - 0 14,22,c3d4
r1bq1rk1/b1p2p2/2pp3p/p5p1/3PP3/5NP1/PP1N1PP1/R2Q1RK1 w - - 1 15,27,c5a7
r1bq1rk1/b1p2p2/2pp3p/p5p1/2NPP3/5NP1/PP3PP1/R2Q1RK1 b - - 2 15,28,d2c4
r2q1rk1/b1p2p2/b1pp3p/p5p1/2NPP3/5NP1/PP3PP1/R2Q1RK1 w - - 3 16,19,c8a6
r2q1rk1/b1p2p2/b1pp3p/p5p1/2NPP3/5NP1/PP3PP1/2RQ1RK1 b - - 4 16,22,a1c1
r2qr1k1/b1p2p2/b1pp3p/p5p1/2NPP3/5NP1/PP3PP1/2RQ1RK1 w - - 5 17,23,f8e8
r2qr1k1/b1p2p2/b1pp3p/p5p1/2NPP3/5NP1/PP3PP1/2RQR1K1 b - - 6 17,19,f1e1
r2qr1k1/b1p2p2/2pp3p/p5p1/2bPP3/5NP1/PP3PP1/2RQR1K1 w - - 0 18,28,a6c4
r2qr1k1/b1p2p2/2pp3p/p5p1/2RPP3/5NP1/PP3PP1/3QR1K1 b - - 0 18,18,c1c4
r2qr1k1/b1p2p2/2p4p/p2p2p1/2RPP3/5NP1/PP3PP1/3QR1K1 w - - 0 19,20,d6d5
r2qr1k1/b1p2p2/2p4p/p2p2p1/R2PP3/5NP1/PP3PP1/3QR1K1 b - - 1 19,18,c4a4
r2qr1k1/b1p2p2/2p4p/p5p1/R2Pp3/5NP1/PP3PP1/3QR1K1 w - - 0 20,15,d5e4
r2qr1k1/b1p2p2/2p4p/p3N1p1/R2Pp3/6P1/PP3PP1/3QR1K1 b - - 1 20,35,f3e5
r3r1k1/b1p2p2/2p4p/p2qN1p1/R2Pp3/6P1/PP3PP1/3QR1K1 w - - 2 21,26,d8d5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,21,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,25,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,25,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,25,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,23,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,25,g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,24,b1c3
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,27,f8b4
rnbqk2r/ppp2ppp/4pn2/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,28,c1g5
rnbqk2r/ppp2pp1/4pn1p/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,31,h7h6
rnbqk2r/ppp2pp1/4pB1p/3p4/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6,32,g5f6
rnb1k2r/ppp2pp1/4pq1p/3p4/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,28,d8f6
rnb1k2r/ppp2pp1/4pq1p/3p4/1bPP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7,24,e2e3
rnb1k2r/ppp2pp1/4pq1p/3p4/2PP4/2b1PN2/PP3PPP/R2QKB1R w KQkq - 0 8,28,b4c3
rnb1k2r/ppp2pp1/4pq1p/3p4/2PP4/2P1PN2/P4PPP/R2QKB1R b KQkq - 0 8,27,b2c3
rnb2rk1/ppp2pp1/4pq1p/3p4/2PP4/2P1PN2/P4PPP/R2QKB1R w KQ - 1 9,32,e8g8
rnb2rk1/ppp2pp1/4pq1p/3p4/2PP2P1/2P1PN2/P4P1P/R2QKB1R b KQ - 0 9,58,g2g4
rnb2rk1/ppp1qpp1/4p2p/3p4/2PP2P1/2P1PN2/P4P1P/R2QKB1R w KQ - 1 10,21,f6e7
rnb2rk1/ppp1qpp1/4p2p/3p2P1/2PP4/2P1PN2/P4P1P/R2QKB1R b KQ - 0 10,17,g4g5
rnb2rk1/ppp1qpp1/4p3/3p2Pp/2PP4/2P1PN2/P4P1P/R2QKB1R w KQ - 0 11,11,h6h5
rnb2rk1/ppp1qpp1/4p3/3p2Pp/2PP4/2P1PN2/P4PBP/R2QK2R b KQ - 1 11,23,f1g2
rnb2rk1/ppp1qp2/4p1p1/3p2Pp/2PP4/2P1PN2/P4PBP/R2QK2R w KQ - 0 12,36,g7g6
rnb2rk1/ppp1qp2/4p1p1/3p2Pp/2PP4/1QP1PN2/P4PBP/R3K2R b KQ - 1 12,39,d1b3
rnb2rk1/pp2qp2/2p1p1p1/3p2Pp/2PP4/1QP1PN2/P4PBP/R3K2R w KQ - 0 13,34,c7c6
rnb2rk1/pp2qp2/2p1p1p1/3p2Pp/2PP3P/1QP1PN2/P4PB1/R3K2R b KQ - 0 13,18,h2h4
rnb2rk1/p3qp2/1pp1p1p1/3p2Pp/2PP3P/1QP1PN2/P4PB1/R3K2R w KQ - 0 14,24,b7b6
rnb2rk1/p3qp2/1pp1p1p1/3pN1Pp/2PP3P/1QP1P3/P4PB1/R3K2R b KQ - 1 14,9,f3e5
rn3rk1/pb2qp2/1pp1p1p1/3pN1Pp/2PP3P/1QP1P3/P4PB1/R3K2R w KQ - 2 15,-1,c8b7
rn3rk1/pb2qp2/1pp1p1p1/3pN1Pp/2PP3P/2P1P3/P4PB1/RQ2K2R b KQ - 3 15,-28,b3b1
r4rk1/pb1nqp2/1pp1p1p1/3pN1Pp/2PP3P/2P1P3/P4PB1/RQ2K2R w KQ - 4 16,-51,b8d7
r4rk1/pb1nqp2/1pp1p1N1/3p2Pp/2PP3P/2P1P3/P4PB1/RQ2K2R b KQ - 0 16,-69,e5g6
r4rk1/pb1nq3/1pp1p1p1/3p2Pp/2PP3P/2P1P3/P4PB1/RQ2K2R w KQ - 0 17,-72,f7g6
r4rk1/pb1nq3/1pp1p1Q1/3p2Pp/2PP3P/2P1P3/P4PB1/R3K2R b KQ - 0 17,-102,b1g6
r4rk1/pb1n2q1/1pp1p1Q1/3p2Pp/2PP3P/2P1P3/P4PB1/R3K2R w KQ - 1 18,-107,e7g7
r4rk1/pb1n2q1/1pp1p3/3p2PQ/2PP3P/2P1P3/P4PB1/R3K2R b KQ - 0 18,-98,g6h5
r4rk1/p2n2q1/bpp1p3/3p2PQ/2PP3P/2P1P3/P4PB1/R3K2R w KQ - 1 19,-97,b7a6
r4rk1/p2n2q1/bpp1p3/3P2PQ/3P3P/2P1P3/P4PB1/R3K2R b KQ - 0 19,-106,c4d5
r4rk1/p2n2q1/bp2p3/3p2PQ/3P3P/2P1P3/P4PB1/R3K2R w KQ - 0 20,-104,c6d5
r4rk1/p2n2q1/bp2p3/3p2PQ/3P1P1P/2P1P3/P5B1/R3K2R b KQ - 0 20,-114,f2f4
r4rk1/p2n2q1/1p2p3/3p2PQ/3P1P1P/2PbP3/P5B1/R3K2R w KQ - 1 21,-111,a6d3
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,22,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,26,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,26,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,26,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,26,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,25,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,28,b1c3
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,29,f8b4
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 3 5,27,d1b3
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 6,24,c7c5
rnbqk2r/pp3ppp/4pn2/2Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6,23,d4c5
r1bqk2r/pp3ppp/2n1pn2/2Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 1 7,20,b8c6
r1bqk2r/pp3ppp/2n1pn2/2Pp2B1/1bP5/1QN2N2/PP2PPPP/R3KB1R b KQkq - 2 7,23,c1g5
r1b1k2r/pp3ppp/2n1pn2/q1Pp2B1/1bP5/1QN2N2/PP2PPPP/R3KB1R w KQkq - 3 8,29,d8a5
r1b1k2r/pp3ppp/2n1pB2/q1Pp4/1bP5/1QN2N2/PP2PPPP/R3KB1R b KQkq - 0 8,29,g5f6
r1b1k2r/pp3ppp/2n1pB2/q1P5/1bp5/1QN2N2/PP2PPPP/R3KB1R w KQkq - 0 9,35,d5c4
r1b1k2r/pp3ppp/2n1pB2/q1P5/1bQ5/2N2N2/PP2PPPP/R3KB1R b KQkq - 0 9,24,b3c4
r1b1k2r/pp3p1p/2n1pp2/q1P5/1bQ5/2N2N2/PP2PPPP/R3KB1R w KQkq - 0 10,24,g7f6
r1b1k2r/pp3p1p/2n1pp2/q1P5/1bQ5/2N2N2/PP2PPPP/2R1KB1R b Kkq - 1 10,13,a1c1
r1b1k2r/pp3p1p/2n1pp2/2q5/1bQ5/2N2N2/PP2PPPP/2R1KB1R w Kkq - 0 11,11,a5c5
r1b1k2r/pp3p1p/2n1pp2/2q5/1b3Q2/2N2N2/PP2PPPP/2R1KB1R b Kkq - 1 11,9,c4f4
r1b4r/pp2kp1p/2n1pp2/2q5/1b3Q2/2N2N2/PP2PPPP/2R1KB1R w K - 2 12,34,e8e7
r1b4r/pp2kp1p/2n1pp2/2q5/1b3Q2/2N2NP1/PP2PP1P/2R1KB1R b K - 0 12,7,g2g3
r1b4r/pp2kp1p/2n2p2/2q1p3/1b3Q2/2N2NP1/PP2PP1P/2R1KB1R w K - 0 13,0,e6e5
r1b4r/pp2kp1p/2n2p2/2q1p3/1b2Q3/2N2NP1/PP2PP1P/2R1KB1R b K - 1 13,-10,f4e4
r1b4r/pp2kp1p/2n2p2/2q1p3/4Q3/2b2NP1/PP2PP1P/2R1KB1R w K - 0 14,0,b4c3
r1b4r/pp2kp1p/2n2p2/2q1p3/4Q3/2P2NP1/P3PP1P/2R1KB1R b K - 0 14,14,b2c3
r1b4r/pp2kp1p/5p2/n1q1p3/4Q3/2P2NP1/P3PP1P/2R1KB1R w K - 1 15,4,c6a5
r1b4r/pp2kp1p/5p2/n1q1p3/4Q3/2P2NP1/P3PPBP/2R1K2R b K - 2 15,3,f1g2
r1b4r/pp2kp1p/5p2/2q1p3/2n1Q3/2P2NP1/P3PPBP/2R1K2R w K - 3 16,8,a5c4
r1b4r/pp2kp1p/5p2/2q1p3/2n1Q3/2P2NP1/P3PPBP/2R2RK1 b - - 4 16,-4,e1g1
r1b4r/pp2kp1p/3n1p2/2q1p3/4Q3/2P2NP1/P3PPBP/2R2RK1 w - - 5 17,3,c4d6
r1b4r/pp2kp1p/3n1p2/2q1p3/7Q/2P2NP1/P3PPBP/2R2RK1 b - - 6 17,-1,e4h4
