FEN,Evaluation,BestMove
r1b2rk1/ppp2ppp/2n2n2/2bqp3/2B5/2PP1N2/PP3PPP/RNBQ1RK1 b - - 1 8,14,b5c4
r1bq1rk1/ppp2ppp/2n2n2/2b1p3/2B5/2PP1N2/PP3PPP/RNBQ1RK1 w - - 2 9,15,d5d8
r1bq1rk1/ppp2ppp/2n2n2/2b1p3/1PB5/2PP1N2/P4PPP/RNBQ1RK1 b - - 0 9,7,b2b4
r1bq1rk1/ppp2ppp/2nb1n2/4p3/1PB5/2PP1N2/P4PPP/RNBQ1RK1 w - - 1 10,14,c5d6
r1bq1rk1/ppp2ppp/2nb1n2/4p3/1PB5/2PP1N2/P4PPP/RNBQR1K1 b - - 2 10,10,f1e1
r1bq1rk1/ppp2pp1/2nb1n1p/4p3/1PB5/2PP1N2/P4PPP/RNBQR1K1 w - - 0 11,10,h7h6
r1bq1rk1/ppp2pp1/2nb1n1p/4p3/PPB5/2PP1N2/5PPP/RNBQR1K1 b - - 0 11,8,a2a4
r1bqr1k1/ppp2pp1/2nb1n1p/4p3/PPB5/2PP1N2/5PPP/RNBQR1K1 w - - 1 12,10,f8e8
r1bqr1k1/ppp2pp1/2nb1n1p/4p3/PPB5/2PP1N2/3N1PPP/R1BQR1K1 b - - 2 12,9,b1d2
r1bqr1k1/1pp2pp1/p1nb1n1p/4p3/PPB5/2PP1N2/3N1PPP/R1BQR1K1 w - - 0 13,10,a7a6
r1bqr1k1/1pp2pp1/p1nb1n1p/4p3/PPB5/2PP1N2/2QN1PPP/R1B1R1K1 b - - 1 13,16,d1c2
r2qr1k1/1pp2pp1/p1nb1n1p/4pb2/PPB5/2PP1N2/2QN1PPP/R1B1R1K1 w - - 2 14,19,c8f5
r2qr1k1/1pp2pp1/p1nb1n1p/4pb2/PPB5/2PP1N1P/2QN1PP1/R1B1R1K1 b - - 0 14,19,h2h3
r1q1r1k1/1pp2pp1/p1nb1n1p/4pb2/PPB5/2PP1N1P/2QN1PP1/R1B1R1K1 w - - 1 15,14,d8c8
r1q1r1k1/1pp2pp1/p1nb1n1p/4pb2/PPB1N3/2PP1N1P/2Q2PP1/R1B1R1K1 b - - 2 15,8,d2e4
r1q1r1k1/1pp2pp1/p1nb3p/4pb2/PPB1n3/2PP1N1P/2Q2PP1/R1B1R1K1 w - - 0 16,22,f6e4
r1q1r1k1/1pp2pp1/p1nb3p/4pb2/PPB1P3/2P2N1P/2Q2PP1/R1B1R1K1 b - - 0 16,5,d3e4
r1q1r1k1/1pp2pp1/p1nbb2p/4p3/PPB1P3/2P2N1P/2Q2PP1/R1B1R1K1 w - - 1 17,6,f5e6
r1q1r1k1/1pp2pp1/p1nbb2p/4p3/PP2P3/2P2N1P/B1Q2PP1/R1B1R1K1 b - - 2 17,11,c4a2
r1q1r1k1/1pp2pp1/p1nb3p/4p3/PP2P3/2P2N1P/b1Q2PP1/R1B1R1K1 w - - 0 18,12,e6a2
r1q1r1k1/1pp2pp1/p1nb3p/4p3/PP2P3/2P2N1P/Q4PP1/R1B1R1K1 b - - 0 18,11,c2a2
r3r1k1/1pp2pp1/p1nbq2p/4p3/PP2P3/2P2N1P/Q4PP1/R1B1R1K1 w - - 1 19,16,c8e6
r3r1k1/1pp2pp1/p1nbq2p/4p3/PP2P3/2P1BN1P/Q4PP1/R3R1K1 b - - 2 19,7,c1e3
r3r1k1/1pp2pp1/p1nb3p/4p3/PP2P3/2P1BN1P/q4PP1/R3R1K1 w - - 0 20,19,e6a2
r3r1k1/1pp2pp1/p1nb3p/4p3/PP2P3/2P1BN1P/R4PP1/4R1K1 b - - 0 20,13,a1a2
r3r1k1/1pp2pp1/2nb3p/p3p3/PP2P3/2P1BN1P/R4PP1/4R1K1 w - - 0 21,15,a6a5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,23,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,26,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,26,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,30,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,19,g2g3
rnbqk2r/ppppbppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 1 4,21,f8e7
rnbqk2r/ppppbppp/4pn2/8/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 2 4,20,f1g2
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/6P1/PP2PPBP/RNBQK1NR w KQkq - 0 5,23,d7d5
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 1 5,24,g1f3
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 2 6,20,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 3 6,21,e1g1
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,19,d5c4
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 b - - 1 7,21,d1c2
rnbq1rk1/1pp1bppp/p3pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 w - - 0 8,26,a7a6
rnbq1rk1/1pp1bppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 b - - 0 8,23,a2a4
rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w - - 1 9,27,c8d7
rn1q1rk1/1ppbbppp/p3pn2/6B1/P1pP4/5NP1/1PQ1PPBP/RN3RK1 b - - 2 9,22,c1g5
rn1q1rk1/1pp1bppp/p1b1pn2/6B1/P1pP4/5NP1/1PQ1PPBP/RN3RK1 w - - 3 10,22,d7c6
rn1q1rk1/1pp1bppp/p1b1pB2/8/P1pP4/5NP1/1PQ1PPBP/RN3RK1 b - - 0 10,14,g5f6
rn1q1rk1/1pp2ppp/p1b1pb2/8/P1pP4/5NP1/1PQ1PPBP/RN3RK1 w - - 0 11,16,e7f6
rn1q1rk1/1pp2ppp/p1b1pb2/8/P1pPP3/5NP1/1PQ2PBP/RN3RK1 b - - 0 11,9,e2e4
rn1q1rk1/1pp2p1p/p1b1pbp1/8/P1pPP3/5NP1/1PQ2PBP/RN3RK1 w - - 0 12,-4,g7g6
rn1q1rk1/1pp2p1p/p1b1pbp1/8/P1pPP3/2N2NP1/1PQ2PBP/R4RK1 b - - 1 12,2,b1c3
rn1q1rk1/2p2p1p/p1b1pbp1/1p6/P1pPP3/2N2NP1/1PQ2PBP/R4RK1 w - - 0 13,8,b7b5
rn1q1rk1/2p2p1p/p1b1pbp1/1P6/2pPP3/2N2NP1/1PQ2PBP/R4RK1 b - - 0 13,2,a4b5
rn1q1rk1/2p2p1p/2b1pbp1/1p6/2pPP3/2N2NP1/1PQ2PBP/R4RK1 w - - 0 14,1,a6b5
Rn1q1rk1/2p2p1p/2b1pbp1/1p6/2pPP3/2N2NP1/1PQ2PBP/5RK1 b - - 0 14,-5,a1a8
bn1q1rk1/2p2p1p/4pbp1/1p6/2pPP3/2N2NP1/1PQ2PBP/5RK1 w - - 0 15,-6,c6a8
bn1q1rk1/2p2p1p/4pbp1/1N6/2pPP3/5NP1/1PQ2PBP/5RK1 b - - 0 15,-6,c3b5
b2q1rk1/2pn1p1p/4pbp1/1N6/2pPP3/5NP1/1PQ2PBP/5RK1 w - - 1 16,-7,b8d7
b2q1rk1/2pn1p1p/4pbp1/1N6/2pPP3/5NP1/1PQ2PBP/3R2K1 b - - 2 16,-5,f1d1
bq3rk1/2pn1p1p/4pbp1/1N6/2pPP3/5NP1/1PQ2PBP/3R2K1 w - - 3 17,-8,d8b8
bq3rk1/2pn1p1p/4pbp1/8/2pPP3/N4NP1/1PQ2PBP/3R2K1 b - - 4 17,-14,b5a3
bq3rk1/3n1p1p/4pbp1/2p5/2pPP3/N4NP1/1PQ2PBP/3R2K1 w - - 0 18,-8,c7c5
bq3rk1/3n1p1p/4pbp1/2p1P3/2pP4/N4NP1/1PQ2PBP/3R2K1 b - - 0 18,-5,e4e5
bq3rk1/3n1pbp/4p1p1/2p1P3/2pP4/N4NP1/1PQ2PBP/3R2K1 w - - 1 19,0,f6g7
bq3rk1/3n1pbp/4p1p1/2P1P3/2p5/N4NP1/1PQ2PBP/3R2K1 b - - 0 19,2,d4c5
bq3rk1/5pbp/4p1p1/2n1P3/2p5/N4NP1/1PQ2PBP/3R2K1 w - - 0 20,6,d7c5
bq3rk1/5pbp/4p1p1/2n1P3/2N5/5NP1/1PQ2PBP/3R2K1 b - - 0 20,1,a3c4
1q3rk1/5pbp/2b1p1p1/2n1P3/2N5/5NP1/1PQ2PBP/3R2K1 w - - 1 21,7,a8c6
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,23,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,26,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,20,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,25,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,23,g2g3
rnbqk2r/ppppbppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 1 4,25,f8e7
rnbqk2r/ppppbppp/4pn2/8/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 2 4,22,f1g2
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/6P1/PP2PPBP/RNBQK1NR w KQkq - 0 5,24,d7d5
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 1 5,25,g1f3
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 2 6,22,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 3 6,18,e1g1
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,16,d5c4
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 b - - 1 7,15,d1c2
rnbq1rk1/1pp1bppp/p3pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 w - - 0 8,22,a7a6
rnbq1rk1/1pp1bppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 b - - 0 8,17,a2a4
rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w - - 1 9,14,c8d7
rn1q1rk1/1ppbbppp/p3pn2/8/P1QP4/5NP1/1P2PPBP/RNB2RK1 b - - 0 9,14,c2c4
rn1q1rk1/1pp1bppp/p1b1pn2/8/P1QP4/5NP1/1P2PPBP/RNB2RK1 w - - 1 10,16,d7c6
rn1q1rk1/1pp1bppp/p1b1pn2/6B1/P1QP4/5NP1/1P2PPBP/RN3RK1 b - - 2 10,13,c1g5
r2q1rk1/1ppnbppp/p1b1pn2/6B1/P1QP4/5NP1/1P2PPBP/RN3RK1 w - - 3 11,15,b8d7
r2q1rk1/1ppnbppp/p1b1pn2/6B1/P1QP4/2N2NP1/1P2PPBP/R4RK1 b - - 4 11,13,b1c3
r2q1rk1/1ppnbpp1/p1b1pn1p/6B1/P1QP4/2N2NP1/1P2PPBP/R4RK1 w - - 0 12,15,h7h6
r2q1rk1/1ppnbpp1/p1b1pB1p/8/P1QP4/2N2NP1/1P2PPBP/R4RK1 b - - 0 12,10,g5f6
r2q1rk1/1pp1bpp1/p1b1pn1p/8/P1QP4/2N2NP1/1P2PPBP/R4RK1 w - - 0 13,12,d7f6
r2q1rk1/1pp1bpp1/p1b1pn1p/P7/2QP4/2N2NP1/1P2PPBP/R4RK1 b - - 0 13,17,a4a5
r2q1rk1/1pp1bpp1/p3pn1p/P2b4/2QP4/2N2NP1/1P2PPBP/R4RK1 w - - 1 14,18,c6d5
r2q1rk1/1pp1bpp1/p3pn1p/P2b4/Q2P4/2N2NP1/1P2PPBP/R4RK1 b - - 2 14,11,c4a4
r2q1rk1/1p2bpp1/p1p1pn1p/P2b4/Q2P4/2N2NP1/1P2PPBP/R4RK1 w - - 0 15,5,c7c6
r2q1rk1/1p2bpp1/p1p1pn1p/P2b4/Q2P4/2N2NP1/1P2PPBP/R3R1K1 b - - 1 15,-7,f1e1
r2q1rk1/4bpp1/p1p1pn1p/Pp1b4/Q2P4/2N2NP1/1P2PPBP/R3R1K1 w - b6 0 16,-9,b7b5
r2q1rk1/4bpp1/pPp1pn1p/3b4/Q2P4/2N2NP1/1P2PPBP/R3R1K1 b - - 0 16,-12,a5b6
r4rk1/4bpp1/pqp1pn1p/3b4/Q2P4/2N2NP1/1P2PPBP/R3R1K1 w - - 0 17,-6,d8b6
r4rk1/4bpp1/pqp1pn1p/3b4/Q2P4/2N2NP1/1P2PPBP/R1R3K1 b - - 1 17,5,e1c1
r4rk1/4bpp1/1qp1pn1p/p2b4/Q2P4/2N2NP1/1P2PPBP/R1R3K1 w - - 0 18,10,a6a5
r4rk1/4bpp1/1qp1pn1p/p2b4/3P4/2N2NP1/1P2PPBP/R1RQ2K1 b - - 1 18,2,a4d1
r1r3k1/4bpp1/1qp1pn1p/p2b4/3P4/2N2NP1/1P2PPBP/R1RQ2K1 w - - 2 19,2,f8c8
r1r3k1/4bpp1/1qp1pn1p/p2b4/3P4/2N1PNP1/1P3PBP/R1RQ2K1 b - - 0 19,0,e2e3
r1r3k1/4bpp1/1q2pn1p/p1pb4/3P4/2N1PNP1/1P3PBP/R1RQ2K1 w - - 0 20,7,c6c5
r1r3k1/4bpp1/1q2pn1p/p1pN4/3P4/4PNP1/1P3PBP/R1RQ2K1 b - - 0 20,1,c3d5
r1r3k1/4bpp1/1q2p2p/p1pn4/3P4/4PNP1/1P3PBP/R1RQ2K1 w - - 0 21,11,f6d5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,19,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,20,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,18,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,25,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,18,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,18,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,20,b1c3
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,24,c7c5
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,22,c4d5
rnbqkb1r/pp3ppp/4pn2/3P4/3p4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,35,c5d4
rnbqkb1r/pp3ppp/4pn2/3P4/3Q4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6,30,d1d4
rnbqkb1r/pp3ppp/5n2/3p4/3Q4/2N2N2/PP2PPPP/R1B1KB1R w KQkq - 0 7,32,e6d5
rnbqkb1r/pp3ppp/5n2/3p4/3QP3/2N2N2/PP3PPP/R1B1KB1R b KQkq - 0 7,26,e2e4
rnbqkb1r/pp3ppp/5n2/8/3Qp3/2N2N2/PP3PPP/R1B1KB1R w KQkq - 0 8,30,d5e4
rnbQkb1r/pp3ppp/5n2/8/4p3/2N2N2/PP3PPP/R1B1KB1R b KQkq - 0 8,26,d4d8
rnbk1b1r/pp3ppp/5n2/8/4p3/2N2N2/PP3PPP/R1B1KB1R w KQ - 0 9,33,e8d8
rnbk1b1r/pp3ppp/5n2/6N1/4p3/2N5/PP3PPP/R1B1KB1R b KQ - 1 9,24,f3g5
rn1k1b1r/pp3ppp/4bn2/6N1/4p3/2N5/PP3PPP/R1B1KB1R w KQ - 2 10,23,c8e6
rn1k1b1r/pp3ppp/4Nn2/8/4p3/2N5/PP3PPP/R1B1KB1R b KQ - 0 10,21,g5e6
rn1k1b1r/pp4pp/4pn2/8/4p3/2N5/PP3PPP/R1B1KB1R w KQ - 0 11,21,f7e6
rn1k1b1r/pp4pp/4pn2/6B1/4p3/2N5/PP3PPP/R3KB1R b KQ - 1 11,21,c1g5
r2k1b1r/pp4pp/2n1pn2/6B1/4p3/2N5/PP3PPP/R3KB1R w KQ - 2 12,20,b8c6
r2k1b1r/pp4pp/2n1pn2/6B1/2B1p3/2N5/PP3PPP/R3K2R b KQ - 3 12,15,f1c4
r4b1r/pp2k1pp/2n1pn2/6B1/2B1p3/2N5/PP3PPP/R3K2R w KQ - 4 13,16,d8e7
r4b1r/pp2k1pp/2n1pn2/6B1/2B1p3/2N5/PP3PPP/R4RK1 b - - 5 13,17,e1g1
r4b1r/pp2k1pp/4pn2/n5B1/2B1p3/2N5/PP3PPP/R4RK1 w - - 6 14,13,c6a5
r4b1r/pp2k1pp/4pn2/nB4B1/4p3/2N5/PP3PPP/R4RK1 b - - 7 14,7,c4b5
r4b1r/1p2k1pp/p3pn2/nB4B1/4p3/2N5/PP3PPP/R4RK1 w - - 0 15,6,a7a6
r4b1r/1p2k1pp/p3pn2/n5B1/4p3/2N5/PP2BPPP/R4RK1 b - - 1 15,2,b5e2
r4b1r/1p2k1p1/p3pn1p/n5B1/4p3/2N5/PP2BPPP/R4RK1 w - - 0 16,2,h7h6
r4b1r/1p2k1p1/p3pB1p/n7/4p3/2N5/PP2BPPP/R4RK1 b - - 0 16,7,g5f6
r4b1r/1p2k3/p3pp1p/n7/4p3/2N5/PP2BPPP/R4RK1 w - - 0 17,5,g7f6
r4b1r/1p2k3/p3pp1p/n7/4N3/8/PP2BPPP/R4RK1 b - - 0 17,4,c3e4
r4b1r/1p2k3/p3p2p/n4p2/4N3/8/PP2BPPP/R4RK1 w - - 0 18,8,f6f5
r4b1r/1p2k3/p3p2p/n1N2p2/8/8/PP2BPPP/R4RK1 b - - 1 18,7,e4c5
2r2b1r/1p2k3/p3p2p/n1N2p2/8/8/PP2BPPP/R4RK1 w - - 2 19,0,a8c8
2r2b1r/1p2k3/p3p2p/n1N2p2/8/8/PP2BPPP/2R2RK1 b - - 3 19,0,a1c1
2r4r/1p2k1b1/p3p2p/n1N2p2/8/8/PP2BPPP/2R2RK1 w - - 4 20,-3,f8g7
2r4r/1p2k1b1/p3p2p/n1N2p2/1P6/8/P3BPPP/2R2RK1 b - - 0 20,-9,b2b4
2r4r/1p2k1b1/p1n1p2p/2N2p2/1P6/8/P3BPPP/2R2RK1 w - - 1 21,-3,a5c6
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,20,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,22,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,20,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,18,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,18,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,22,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,20,b1c3
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,22,c7c5
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,21,c4d5
rnbqkb1r/pp3ppp/4pn2/3P4/3p4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,20,c5d4
rnbqkb1r/pp3ppp/4pn2/3P4/3Q4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6,18,d1d4
rnbqkb1r/pp3ppp/5n2/3p4/3Q4/2N2N2/PP2PPPP/R1B1KB1R w KQkq - 0 7,18,e6d5
rnbqkb1r/pp3ppp/5n2/3p4/3QP3/2N2N2/PP3PPP/R1B1KB1R b KQkq - 0 7,19,e2e4
r1bqkb1r/pp3ppp/2n2n2/3p4/3QP3/2N2N2/PP3PPP/R1B1KB1R w KQkq - 1 8,28,b8c6
r1bqkb1r/pp3ppp/2n2n2/1B1p4/3QP3/2N2N2/PP3PPP/R1B1K2R b KQkq - 2 8,32,f1b5
r1bqkb1r/pp3ppp/2n2n2/1B6/3Qp3/2N2N2/PP3PPP/R1B1K2R w KQkq - 0 9,32,d5e4
r1bQkb1r/pp3ppp/2n2n2/1B6/4p3/2N2N2/PP3PPP/R1B1K2R b KQkq - 0 9,29,d4d8
r1bk1b1r/pp3ppp/2n2n2/1B6/4p3/2N2N2/PP3PPP/R1B1K2R w KQ - 0 10,35,e8d8
r1bk1b1r/pp3ppp/2n2n2/1B4N1/4p3/2N5/PP3PPP/R1B1K2R b KQ - 1 10,30,f3g5
r2k1b1r/pp3ppp/2n1bn2/1B4N1/4p3/2N5/PP3PPP/R1B1K2R w KQ - 2 11,28,c8e6
r2k1b1r/pp3ppp/2n1bn2/1B4N1/4p3/2N5/PP3PPP/R1B2RK1 b - - 3 11,27,e1g1
r2k3r/pp3ppp/2n1bn2/1B4N1/1b2p3/2N5/PP3PPP/R1B2RK1 w - - 4 12,33,f8b4
r2k3r/pp3ppp/2n1bn2/1B4N1/1b2N3/8/PP3PPP/R1B2RK1 b - - 0 12,28,c3e4
r2k3r/pp3ppp/2n1b3/1B4N1/1b2n3/8/PP3PPP/R1B2RK1 w - - 0 13,32,f6e4
r2k3r/pp3ppp/2n1b3/1B6/1b2N3/8/PP3PPP/R1B2RK1 b - - 0 13,25,g5e4
r6r/pp2kppp/2n1b3/1B6/1b2N3/8/PP3PPP/R1B2RK1 w - - 1 14,21,d8e7
r6r/pp2kppp/2n1b3/1B6/1b2N3/4B3/PP3PPP/R4RK1 b - - 2 14,20,c1e3
r2r4/pp2kppp/2n1b3/1B6/1b2N3/4B3/PP3PPP/R4RK1 w - - 3 15,26,h8d8
r2r4/pp2kppp/2B1b3/8/1b2N3/4B3/PP3PPP/R4RK1 b - - 0 15,18,b5c6
r2r4/p3kppp/2p1b3/8/1b2N3/4B3/PP3PPP/R4RK1 w - - 0 16,25,b7c6
r2r4/p3kppp/2p1b3/8/1b2N3/P3B3/1P3PPP/R4RK1 b - - 0 16,26,a2a3
r2r4/p3kppp/2p1b3/b7/4N3/P3B3/1P3PPP/R4RK1 w - - 1 17,23,b4a5
r2r4/p3kppp/2p1b3/b7/4N3/P3B3/1P3PPP/2R2RK1 b - - 2 17,16,a1c1
r2r4/p3kppp/2p5/b2b4/4N3/P3B3/1P3PPP/2R2RK1 w - - 3 18,26,e6d5
r2r4/p3kppp/2p5/b2b4/8/P1N1B3/1P3PPP/2R2RK1 b - - 4 18,29,e4c3
r2r4/p3kppp/2p5/b7/8/PbN1B3/1P3PPP/2R2RK1 w - - 5 19,40,d5b3
r2r4/p3kppp/2p5/b7/8/Pb2B3/1P2NPPP/2R2RK1 b - - 6 19,27,c3e2
r2r4/p3kppp/2p5/b2b4/8/P3B3/1P2NPPP/2R2RK1 w - - 7 20,28,b3d5
r2r4/p3kppp/2p5/b2b4/5N2/P3B3/1P3PPP/2R2RK1 b - - 8 20,24,e2f4
r2r4/p3kppp/1bp5/3b4/5N2/P3B3/1P3PPP/2R2RK1 w - - 9 21,25,a5b6
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,15,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,20,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,14,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,15,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,19,f1b5
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,20,g8f6
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,18,d2d3
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,16,f8c5
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,22,c2c3
r1bqk2r/ppp2ppp/2n2n2/1Bbpp3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 6,17,d7d5
r1bqk2r/ppp2ppp/2n2n2/1BbPp3/8/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 6,13,e4d5
r1b1k2r/ppp2ppp/2n2n2/1Bbqp3/8/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 7,23,d8d5
r1b1k2r/ppp2ppp/2n2n2/2bqp3/2B5/2PP1N2/PP3PPP/RNBQK2R b KQkq - 1 7,17,b5c4
r1b1k2r/ppp2ppp/2nq1n2/2b1p3/2B5/2PP1N2/PP3PPP/RNBQK2R w KQkq - 2 8,16,d5d6
r1b1k2r/ppp2ppp/2nq1n2/2b1p3/2B5/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 3 8,6,e1g1
r1b1k2r/ppp2ppp/2nq1n2/2b5/2B1p3/2PP1N2/PP3PPP/RNBQ1RK1 w kq - 0 9,7,e5e4
r1b1k2r/ppp2ppp/2nq1n2/2b5/2B1p3/2PP1N2/PP2QPPP/RNB2RK1 b kq - 1 9,9,d1e2
r1b2rk1/ppp2ppp/2nq1n2/2b5/2B1p3/2PP1N2/PP2QPPP/RNB2RK1 w - - 2 10,15,e8g8
r1b2rk1/ppp2ppp/2nq1n2/2b5/2B1P3/2P2N2/PP2QPPP/RNB2RK1 b - - 0 10,16,d3e4
r1b1r1k1/ppp2ppp/2nq1n2/2b5/2B1P3/2P2N2/PP2QPPP/RNB2RK1 w - - 1 11,11,f8e8
r1b1r1k1/ppp2ppp/2nq1n2/2b5/2B1P3/2P2N2/PP1NQPPP/R1B2RK1 b - - 2 11,4,b1d2
r3r1k1/ppp2ppp/2nq1n2/2b5/2B1P1b1/2P2N2/PP1NQPPP/R1B2RK1 w - - 3 12,9,c8g4
